projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at
10365900,231031,Anthony Beauvillier,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365901,231931,Casey Mittelstadt,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365902,218275,Charlie McAvoy,BOS,D,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365903,61871,Connor McMichael,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365905,87042,Dylan Strome,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365906,218323,Elias Lindholm,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365907,272339,Ethen Frank,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365908,267672,Fraser Minten,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365909,63692,Hampus Lindholm,BOS,D,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365910,272308,Henri Jokiharju,BOS,D,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365911,219643,Jakob Chychrun,WSH,D,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365912,267673,Justin Sourdif,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365913,267793,Marat Khusnutdinov,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365914,219292,Mark Kastelic,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365915,267674,Michael Eyssimont,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365916,171836,Morgan Geekie,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365917,218301,Nikita Zadorov,BOS,D,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365918,87045,Pavel Zacha,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365919,218574,Pierre-Luc Dubois,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365920,233970,Ryan Leonard,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365921,267675,Sean Kuraly,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365922,267676,Tanner Jeannot,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365923,218567,Tom Wilson,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365924,267677,Viktor Arvidsson,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10369401,218274,David Pastrnak,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10377380,305203,David Kampf,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378666,218565,Alex Ovechkin,WSH,F,Assists,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378667,218565,Alex Ovechkin,WSH,F,Points,0.5,goblin,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378668,218565,Alex Ovechkin,WSH,F,Power Play Points,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378669,184753,Aliaksei Protas,WSH,F,Assists,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378670,184753,Aliaksei Protas,WSH,F,Plus/Minus,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378671,184753,Aliaksei Protas,WSH,F,Points,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378674,237156,Brandon Duhaime,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378675,231931,Casey Mittelstadt,BOS,F,Assists,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378676,231931,Casey Mittelstadt,BOS,F,Points,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378677,231931,Casey Mittelstadt,BOS,F,Power Play Points,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378678,218275,Charlie McAvoy,BOS,D,Points,0.5,goblin,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378679,218275,Charlie McAvoy,BOS,D,Power Play Points,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378680,61871,Connor McMichael,WSH,F,Assists,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378681,61871,Connor McMichael,WSH,F,Points,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378684,218274,David Pastrnak,BOS,F,Power Play Points,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378686,87042,Dylan Strome,WSH,F,Assists,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378687,87042,Dylan Strome,WSH,F,Power Play Points,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378689,218323,Elias Lindholm,BOS,F,Assists,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378690,218323,Elias Lindholm,BOS,F,Points,0.5,goblin,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378691,218323,Elias Lindholm,BOS,F,Power Play Points,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378692,63692,Hampus Lindholm,BOS,D,Plus/Minus,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378693,63692,Hampus Lindholm,BOS,D,Power Play Points,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378695,267678,Hendrix Lapierre,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378696,219643,Jakob Chychrun,WSH,D,Assists,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378697,219643,Jakob Chychrun,WSH,D,Points,0.5,goblin,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378698,219643,Jakob Chychrun,WSH,D,Power Play Points,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378704,171836,Morgan Geekie,BOS,F,Assists,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378705,171836,Morgan Geekie,BOS,F,Points,0.5,goblin,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378706,171836,Morgan Geekie,BOS,F,Power Play Points,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378708,218301,Nikita Zadorov,BOS,D,Plus/Minus,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378709,87045,Pavel Zacha,BOS,F,Assists,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378710,87045,Pavel Zacha,BOS,F,Power Play Points,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378712,218574,Pierre-Luc Dubois,WSH,F,Assists,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378713,218574,Pierre-Luc Dubois,WSH,F,Power Play Points,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378715,125706,Rasmus Sandin,WSH,D,Assists,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378716,125706,Rasmus Sandin,WSH,D,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10378717,125706,Rasmus Sandin,WSH,D,Points,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
