player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,ESPN_ATHLETE_ID,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5
Grayson Allen,G,PHX,IND,33.5,Fantasy Score,fantasy,Demon,1628960,10528821,10528821,174039,135137,2026-03-12T19:00:00.000-04:00,,,27.5,1,https://static.prizepicks.com/images/players/NBA/Grayson_Allen_NBA_player_CTbeVWZ4fJM2pm82EGD6VSZr.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3135045.0,25.25,39.5,43.5,41.75,49.25,23.25,48.25,,,,39.85,38.679,38.679,4.0,1.0,0.0,0.8,0.8,0.2,0.714,0.286,OK,28.8,OK,5.0,4.0,1.0,0.0,0.8,0.2
Oso Ighodaro,F,PHX,IND,30.5,Fantasy Score,fantasy,Demon,1642345,10528820,10528820,221315,135137,2026-03-12T19:00:00.000-04:00,,,25.0,1,https://static.prizepicks.com/images/players/NBA/Oso_Ighodaro_NBA_player_Y7mjfdEdLunH3s3W6Nhh3KnR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4601023.0,15.5,16.5,30.0,35.25,47.5,25.0,18.75,13.0,41.0,26.0,28.95,26.85,26.85,2.0,3.0,0.0,0.4,0.4,0.6,0.3,0.7,OK,27.6,OK,5.0,2.0,3.0,0.0,0.4,0.6
Aaron Nesmith,G-F,IND,PHX,29.0,Fantasy Score,fantasy,Demon,1630174,10528792,10528792,87498,135137,2026-03-12T19:00:00.000-04:00,,,23.5,1,https://static.prizepicks.com/images/players/NBA/Aaron_Nesmith_NBA_player_GjkgpRo0bTbuQoAAauxF0s9R.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4396909.0,46.0,15.25,16.25,8.25,7.0,29.0,,,,,18.55,20.292,20.292,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,23.6,OK,5.0,1.0,4.0,0.0,0.2,0.8
Royce O'Neale,F,PHX,IND,28.0,Fantasy Score,fantasy,Demon,1626220,10528816,10528816,187891,135137,2026-03-12T19:00:00.000-04:00,,,22.5,1,https://static.prizepicks.com/images/players/NBA/Royce_O'Neale_NBA_player_POlpCzduuIi15awCHudUOmmp.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2583632.0,44.25,23.75,29.0,8.0,25.0,30.0,16.0,11.75,29.25,21.25,26.0,23.825,23.825,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,28.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
Andrew Nembhard,G-F,IND,PHX,27.0,Fantasy Score,fantasy,Goblin,1629614,10528794,10528794,87352,135137,2026-03-12T19:00:00.000-04:00,,,32.5,1,https://static.prizepicks.com/images/players/NBA/Andrew_Nembhard_NBA_player_GHfxNKpM3OTHQ566JIhceIqt.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4395712.0,38.0,38.0,18.0,40.25,35.25,53.25,9.75,55.0,,,33.9,35.938,35.938,4.0,1.0,0.0,0.8,0.8,0.2,0.75,0.25,OK,28.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
Ivica Zubac,C,IND,PHX,27.0,Fantasy Score,fantasy,Demon,1627826,10528808,10528808,300002,135137,2026-03-12T19:00:00.000-04:00,,,21.5,1,https://static.prizepicks.com/images/manual/IvicaZubacIND.png,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
Jalen Green,G,PHX,IND,26.0,Fantasy Score,fantasy,Goblin,1630224,10528823,10528823,272587,135137,2026-03-12T19:00:00.000-04:00,,,32.0,1,https://static.prizepicks.com/images/players/NBA/Jalen_Green_NBA_player_dgDzs8capbSfm3XqiXDKFCSw.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4437244.0,42.0,39.0,40.75,26.75,38.5,14.75,24.0,28.75,43.25,43.75,37.4,34.15,34.15,5.0,0.0,0.0,1.0,1.0,0.0,0.8,0.2,OK,31.4,OK,5.0,5.0,0.0,0.0,1.0,0.0
Jarace Walker,F,IND,PHX,25.0,Fantasy Score,fantasy,Goblin,1641716,10528813,10528813,182373,135137,2026-03-12T19:00:00.000-04:00,,,30.5,1,https://static.prizepicks.com/images/players/NBA/Jarace_Walker_NBA_player_HwpVsXJzKqVRYMw0eYjC3rBY.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5106060.0,24.75,27.75,34.75,34.75,35.25,33.5,38.5,47.75,47.5,59.5,31.45,38.4,38.4,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,30.6,OK,5.0,4.0,1.0,0.0,0.8,0.2
Collin Gillespie,G,PHX,IND,24.5,Fantasy Score,fantasy,Goblin,1631221,10528804,10528804,233411,135137,2026-03-12T19:00:00.000-04:00,,,30.0,1,https://static.prizepicks.com/images/players/NBA/Collin_Gillespie_NBA_player_eBBN9xn1WET1RpK0ZIDTCG1a.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278585.0,46.25,42.75,36.5,15.0,44.75,37.75,30.75,31.75,41.75,25.0,37.05,35.225,35.225,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,31.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
Obi Toppin,F,IND,PHX,23.0,Fantasy Score,fantasy,Demon,1630167,10528802,10528802,173613,135137,2026-03-12T19:00:00.000-04:00,,,17.5,1,https://static.prizepicks.com/images/players/NBA/Obi_Toppin_NBA_player_3zZKyFO7368oChSJkDTDoycu.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278355.0,30.25,6.5,8.5,4.75,20.5,9.0,,,,,14.1,13.25,13.25,1.0,4.0,0.0,0.2,0.2,0.8,0.167,0.833,OK,11.6,OK,5.0,1.0,4.0,0.0,0.2,0.8
Grayson Allen,G,PHX,IND,22.5,Fantasy Score,fantasy,Goblin,1628960,10528809,10528809,174039,135137,2026-03-12T19:00:00.000-04:00,,,27.5,1,https://static.prizepicks.com/images/players/NBA/Grayson_Allen_NBA_player_CTbeVWZ4fJM2pm82EGD6VSZr.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3135045.0,25.25,39.5,43.5,41.75,49.25,23.25,48.25,,,,39.85,38.679,38.679,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,OK,28.8,OK,5.0,5.0,0.0,0.0,1.0,0.0
Oso Ighodaro,F,PHX,IND,20.5,Fantasy Score,fantasy,Goblin,1642345,10528828,10528828,221315,135137,2026-03-12T19:00:00.000-04:00,,,25.0,1,https://static.prizepicks.com/images/players/NBA/Oso_Ighodaro_NBA_player_Y7mjfdEdLunH3s3W6Nhh3KnR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4601023.0,15.5,16.5,30.0,35.25,47.5,25.0,18.75,13.0,41.0,26.0,28.95,26.85,26.85,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,27.6,OK,5.0,3.0,2.0,0.0,0.6,0.4
Aaron Nesmith,G-F,IND,PHX,19.0,Fantasy Score,fantasy,Goblin,1630174,10528798,10528798,87498,135137,2026-03-12T19:00:00.000-04:00,,,23.5,1,https://static.prizepicks.com/images/players/NBA/Aaron_Nesmith_NBA_player_GjkgpRo0bTbuQoAAauxF0s9R.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4396909.0,46.0,15.25,16.25,8.25,7.0,29.0,,,,,18.55,20.292,20.292,1.0,4.0,0.0,0.2,0.2,0.8,0.333,0.667,OK,23.6,OK,5.0,1.0,4.0,0.0,0.2,0.8
Royce O'Neale,F,PHX,IND,18.0,Fantasy Score,fantasy,Goblin,1626220,10528824,10528824,187891,135137,2026-03-12T19:00:00.000-04:00,,,22.5,1,https://static.prizepicks.com/images/players/NBA/Royce_O'Neale_NBA_player_POlpCzduuIi15awCHudUOmmp.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24.0,1.0,3.0,14.0,23.0,29.0,29.0,29.0,28.0,18.0,21.387096774193548,24.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2583632.0,44.25,23.75,29.0,8.0,25.0,30.0,16.0,11.75,29.25,21.25,26.0,23.825,23.825,4.0,1.0,0.0,0.8,0.8,0.2,0.7,0.3,OK,28.4,OK,5.0,4.0,1.0,0.0,0.8,0.2
Ivica Zubac,C,IND,PHX,17.0,Fantasy Score,fantasy,Goblin,1627826,10528797,10528797,300002,135137,2026-03-12T19:00:00.000-04:00,,,21.5,1,https://static.prizepicks.com/images/manual/IvicaZubacIND.png,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
Obi Toppin,F,IND,PHX,13.0,Fantasy Score,fantasy,Goblin,1630167,10528812,10528812,173613,135137,2026-03-12T19:00:00.000-04:00,,,17.5,1,https://static.prizepicks.com/images/players/NBA/Obi_Toppin_NBA_player_3zZKyFO7368oChSJkDTDoycu.webp,,,,,OK,111.8,85.6,40.2,35.3,12.3,24.5,16.7,50.3,27.9,55.8,5.0,4.0,6.0,2.0,6.0,8.0,9.0,9.0,20.0,3.0,6.720430107526881,5.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278355.0,30.25,6.5,8.5,4.75,20.5,9.0,,,,,14.1,13.25,13.25,2.0,3.0,0.0,0.4,0.4,0.6,0.333,0.667,OK,11.6,OK,5.0,2.0,3.0,0.0,0.4,0.6
Cade Cunningham,G,DET,PHI,56.5,Fantasy Score,fantasy,Demon,1630595,10529037,10529037,59107,135138,2026-03-12T19:00:00.000-04:00,,,49.5,1,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16.0,12.0,14.0,17.0,15.0,15.0,16.0,16.0,19.0,9.0,15.72043010752688,17.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4432166.0,60.75,53.75,47.5,50.5,66.0,60.5,73.5,58.5,68.25,88.0,55.7,62.725,62.725,2.0,3.0,0.0,0.4,0.4,0.6,0.7,0.3,OK,35.2,OK,5.0,2.0,3.0,0.0,0.4,0.6
Jalen Duren,C,DET,PHI,44.5,Fantasy Score,fantasy,Demon,1631105,10529053,10529053,87848,135138,2026-03-12T19:00:00.000-04:00,,,37.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Duren_NBA_player_BGtA2SxfIEpqaOA2zn9FJZhp.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16.0,12.0,14.0,17.0,15.0,15.0,16.0,16.0,19.0,9.0,15.72043010752688,17.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4433621.0,46.5,37.75,55.5,18.25,54.0,46.0,76.0,63.25,57.0,57.75,42.4,51.2,51.2,3.0,2.0,0.0,0.6,0.6,0.4,0.8,0.2,OK,24.0,OK,5.0,3.0,2.0,0.0,0.6,0.4
Cade Cunningham,G,DET,PHI,43.5,Fantasy Score,fantasy,Goblin,1630595,10529044,10529044,59107,135138,2026-03-12T19:00:00.000-04:00,,,49.5,1,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16.0,12.0,14.0,17.0,15.0,15.0,16.0,16.0,19.0,9.0,15.72043010752688,17.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4432166.0,60.75,53.75,47.5,50.5,66.0,60.5,73.5,58.5,68.25,88.0,55.7,62.725,62.725,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,OK,35.2,OK,5.0,5.0,0.0,0.0,1.0,0.0
VJ Edgecombe,G,PHI,DET,42.0,Fantasy Score,fantasy,Demon,1642845,10529073,10529073,271603,135138,2026-03-12T19:00:00.000-04:00,,,35.5,1,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,109.3,84.5,37.2,36.3,12.6,27.9,17.4,48.2,24.6,49.2,3.0,8.0,12.0,1.0,1.0,3.0,3.0,3.0,30.0,1.0,5.21505376344086,2.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5124612.0,44.75,18.0,45.75,45.0,46.75,45.25,29.25,38.25,28.0,,40.05,37.889,37.889,4.0,1.0,0.0,0.8,0.8,0.2,0.556,0.444,OK,32.8,OK,5.0,4.0,1.0,0.0,0.8,0.2
Quentin Grimes,G,PHI,DET,38.0,Fantasy Score,fantasy,Demon,1629656,10529074,10529074,228006,135138,2026-03-12T19:00:00.000-04:00,,,31.5,1,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,109.3,84.5,37.2,36.3,12.6,27.9,17.4,48.2,24.6,49.2,3.0,8.0,12.0,1.0,1.0,3.0,3.0,3.0,30.0,1.0,5.21505376344086,2.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397014.0,37.25,32.75,44.0,30.25,7.5,9.75,13.5,29.0,41.75,23.75,30.35,26.95,26.95,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,33.0,OK,5.0,1.0,4.0,0.0,0.2,0.8
Cameron Payne,G,PHI,DET,33.5,Fantasy Score,fantasy,Demon,1626166,10529061,10529061,187701,135138,2026-03-12T19:00:00.000-04:00,,,27.5,1,https://static.prizepicks.com/images/players/NBA/Cameron_Payne_NBA_player_rQMFMMpuwbbwDgZ5GbyweJvb.webp,,,,,OK,109.3,84.5,37.2,36.3,12.6,27.9,17.4,48.2,24.6,49.2,3.0,8.0,12.0,1.0,1.0,3.0,3.0,3.0,30.0,1.0,5.21505376344086,2.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3064230.0,75.25,31.0,22.25,2.75,24.5,1.5,13.75,3.5,14.5,9.0,31.15,19.8,19.8,1.0,4.0,0.0,0.2,0.2,0.8,0.1,0.9,OK,21.8,OK,5.0,1.0,4.0,0.0,0.2,0.8
Jalen Duren,C,DET,PHI,31.5,Fantasy Score,fantasy,Goblin,1631105,10529043,10529043,87848,135138,2026-03-12T19:00:00.000-04:00,,,37.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Duren_NBA_player_BGtA2SxfIEpqaOA2zn9FJZhp.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16.0,12.0,14.0,17.0,15.0,15.0,16.0,16.0,19.0,9.0,15.72043010752688,17.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4433621.0,46.5,37.75,55.5,18.25,54.0,46.0,76.0,63.25,57.0,57.75,42.4,51.2,51.2,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,24.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
VJ Edgecombe,G,PHI,DET,30.0,Fantasy Score,fantasy,Goblin,1642845,10529066,10529066,271603,135138,2026-03-12T19:00:00.000-04:00,,,35.5,1,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,109.3,84.5,37.2,36.3,12.6,27.9,17.4,48.2,24.6,49.2,3.0,8.0,12.0,1.0,1.0,3.0,3.0,3.0,30.0,1.0,5.21505376344086,2.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5124612.0,44.75,18.0,45.75,45.0,46.75,45.25,29.25,38.25,28.0,,40.05,37.889,37.889,4.0,1.0,0.0,0.8,0.8,0.2,0.667,0.333,OK,32.8,OK,5.0,4.0,1.0,0.0,0.8,0.2
Tobias Harris,F,DET,PHI,29.0,Fantasy Score,fantasy,Demon,202699,10529052,10529052,216580,135138,2026-03-12T19:00:00.000-04:00,,,23.5,1,https://static.prizepicks.com/images/players/NBA/Tobias_Harris_NBA_player_tGwMomg94AAFiXYjH5vFThKq.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16.0,12.0,14.0,17.0,15.0,15.0,16.0,16.0,19.0,9.0,15.72043010752688,17.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6440.0,8.5,16.25,42.0,22.0,30.25,44.25,41.75,17.5,16.0,40.0,23.8,27.85,27.85,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,OK,28.4,OK,5.0,2.0,3.0,0.0,0.4,0.6
Isaiah Stewart,F-C,DET,PHI,27.0,Fantasy Score,fantasy,Demon,1630191,10529050,10529050,25434,135138,2026-03-12T19:00:00.000-04:00,,,21.5,1,https://static.prizepicks.com/images/players/NBA/Isaiah_Stewart_NBA_player_vVK9YzYuWHcYN8tpyWcsbn5B.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16.0,12.0,14.0,17.0,15.0,15.0,16.0,16.0,19.0,9.0,15.72043010752688,17.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4432810.0,17.5,29.0,20.0,36.75,15.0,,,,,,23.65,23.65,23.65,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,23.2,OK,5.0,2.0,3.0,0.0,0.4,0.6
Duncan Robinson,F,DET,PHI,26.0,Fantasy Score,fantasy,Demon,1629130,10529046,10529046,272048,135138,2026-03-12T19:00:00.000-04:00,,,20.5,1,https://static.prizepicks.com/images/players/NBA/Duncan_Robinson_NBA_player_xpPTHBlF6nW6owrrx6sg4Hes.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16.0,12.0,14.0,17.0,15.0,15.0,16.0,16.0,19.0,9.0,15.72043010752688,17.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3157465.0,26.25,12.25,27.0,23.75,23.0,6.75,17.5,31.75,30.25,30.25,22.45,22.875,22.875,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,OK,24.6,OK,5.0,2.0,3.0,0.0,0.4,0.6
Quentin Grimes,G,PHI,DET,26.0,Fantasy Score,fantasy,Goblin,1629656,10529063,10529063,228006,135138,2026-03-12T19:00:00.000-04:00,,,31.5,1,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,109.3,84.5,37.2,36.3,12.6,27.9,17.4,48.2,24.6,49.2,3.0,8.0,12.0,1.0,1.0,3.0,3.0,3.0,30.0,1.0,5.21505376344086,2.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397014.0,37.25,32.75,44.0,30.25,7.5,9.75,13.5,29.0,41.75,23.75,30.35,26.95,26.95,4.0,1.0,0.0,0.8,0.8,0.2,0.6,0.4,OK,33.0,OK,5.0,4.0,1.0,0.0,0.8,0.2
Dominick Barlow,F,PHI,DET,26.0,Fantasy Score,fantasy,Demon,1631230,10529068,10529068,272701,135138,2026-03-12T19:00:00.000-04:00,,,20.5,1,https://static.prizepicks.com/images/players/NBA/Dominick_Barlow_NBA_player_KAsZfSD7IXlcBbfrOUaLOwpZ.webp,,,,,OK,109.3,84.5,37.2,36.3,12.6,27.9,17.4,48.2,24.6,49.2,3.0,8.0,12.0,1.0,1.0,3.0,3.0,3.0,30.0,1.0,5.21505376344086,2.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4870562.0,24.0,10.75,9.75,16.5,2.0,35.5,14.0,5.25,18.25,20.75,12.6,15.675,15.675,0.0,5.0,0.0,0.0,0.0,1.0,0.1,0.9,OK,23.6,OK,5.0,0.0,5.0,0.0,0.0,1.0
Ronald Holland,F,DET,PHI,24.0,Fantasy Score,fantasy,Demon,1641842,10529049,10529049,222452,135138,2026-03-12T19:00:00.000-04:00,,,18.5,1,https://static.prizepicks.com/images/players/NBA/Ron_Holland_NBA_player_PmFrxLol0AVV5zFHysLn1l2j.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16.0,12.0,14.0,17.0,15.0,15.0,16.0,16.0,19.0,9.0,15.72043010752688,17.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,
