player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg
Olivier-Maxence Prosper,F,MEM,PHI,29.5,Pts+Rebs,pr,Demon,1641765,10458473,10458473,288047,134729,2026-03-10T19:00:00.000-04:00,,,15.5,3,https://static.prizepicks.com/images/players/NBA/Olivier-Maxence_Prosper_NBA_player_8K3bP8Ie9lvYLAxpixt8u05g.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kelly Oubre,F-G,PHI,MEM,29.5,Pts+Rebs+Asts,pra,Demon,1626162,10459195,10459195,174595,134729,2026-03-10T19:00:00.000-04:00,,,26.5,2,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ty Jerome,G-F,MEM,PHI,29.5,Fantasy Score,fantasy,Standard,1629660,10462727,10462727,297767,134729,2026-03-10T19:00:00.000-04:00,,,29.5,0,https://static.prizepicks.com/images/players/NBA/Ty_Jerome_NBA_player_zvm3Tlf7x95EA4EstP1nEwei.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
VJ Edgecombe,G,PHI,MEM,28.5,Pts+Rebs+Asts,pra,Standard,1642845,10456926,10456926,271603,134729,2026-03-10T19:00:00.000-04:00,,,28.5,0,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ty Jerome,G-F,MEM,PHI,28.5,Pts+Rebs+Asts,pra,Demon,1629660,10459549,10459549,297767,134729,2026-03-10T19:00:00.000-04:00,,,24.5,1,https://static.prizepicks.com/images/players/NBA/Ty_Jerome_NBA_player_zvm3Tlf7x95EA4EstP1nEwei.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Quentin Grimes,G,PHI,MEM,27.5,Pts+Rebs+Asts,pra,Standard,1629656,10456912,10456912,228006,134729,2026-03-10T19:00:00.000-04:00,,,27.5,0,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kelly Oubre,F-G,PHI,MEM,27.5,Pts+Rebs+Asts,pra,Demon,1626162,10459197,10459197,174595,134729,2026-03-10T19:00:00.000-04:00,,,26.5,1,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
VJ Edgecombe,G,PHI,MEM,27.5,Pts+Rebs+Asts,pra,Goblin,1642845,10459234,10459234,271603,134729,2026-03-10T19:00:00.000-04:00,,,28.5,1,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kelly Oubre,F-G,PHI,MEM,26.5,Pts+Rebs+Asts,pra,Standard,1626162,10459198,10459198,174595,134729,2026-03-10T19:00:00.000-04:00,,,26.5,0,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
VJ Edgecombe,G,PHI,MEM,26.5,Pts+Rebs+Asts,pra,Goblin,1642845,10459435,10459435,271603,134729,2026-03-10T19:00:00.000-04:00,,,28.5,2,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Quentin Grimes,G,PHI,MEM,26.5,Pts+Rebs+Asts,pra,Goblin,1629656,10460328,10460328,228006,134729,2026-03-10T19:00:00.000-04:00,,,27.5,1,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Quentin Grimes,G,PHI,MEM,25.5,Pts+Rebs+Asts,pra,Goblin,1629656,10459218,10459218,228006,134729,2026-03-10T19:00:00.000-04:00,,,27.5,2,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
GG Jackson,F,MEM,PHI,25.5,Pts+Rebs+Asts,pra,Demon,1641713,10459613,10459613,179274,134729,2026-03-10T19:00:00.000-04:00,,,23.5,1,https://static.prizepicks.com/images/players/NBA/GG_Jackson_NBA_player_m9I0dlZ2fkbYvHgmRJnM2Xs0.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
GG Jackson,F,MEM,PHI,24.5,Points,pts,Demon,1641713,10456111,10456111,179274,134729,2026-03-10T19:00:00.000-04:00,,,15.5,3,https://static.prizepicks.com/images/players/NBA/GG_Jackson_NBA_player_m9I0dlZ2fkbYvHgmRJnM2Xs0.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ty Jerome,G-F,MEM,PHI,24.5,Points,pts,Demon,1629660,10456171,10456171,297767,134729,2026-03-10T19:00:00.000-04:00,,,16.5,3,https://static.prizepicks.com/images/players/NBA/Ty_Jerome_NBA_player_zvm3Tlf7x95EA4EstP1nEwei.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ty Jerome,G-F,MEM,PHI,24.5,Pts+Rebs+Asts,pra,Standard,1629660,10456174,10456174,297767,134729,2026-03-10T19:00:00.000-04:00,,,24.5,0,https://static.prizepicks.com/images/players/NBA/Ty_Jerome_NBA_player_zvm3Tlf7x95EA4EstP1nEwei.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
GG Jackson,F,MEM,PHI,24.5,Pts+Asts,pa,Demon,1641713,10456560,10456560,179274,134729,2026-03-10T19:00:00.000-04:00,,,17.5,2,https://static.prizepicks.com/images/players/NBA/GG_Jackson_NBA_player_m9I0dlZ2fkbYvHgmRJnM2Xs0.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
GG Jackson,F,MEM,PHI,24.5,Pts+Rebs,pr,Demon,1641713,10456562,10456562,179274,134729,2026-03-10T19:00:00.000-04:00,,,21.5,1,https://static.prizepicks.com/images/players/NBA/GG_Jackson_NBA_player_m9I0dlZ2fkbYvHgmRJnM2Xs0.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jaylen Wells,F,MEM,PHI,24.5,Pts+Asts,pa,Demon,1642377,10456574,10456574,217923,134729,2026-03-10T19:00:00.000-04:00,,,14.5,2,https://static.prizepicks.com/images/players/NBA/Jaylen_Wells_NBA_player_ykKs80ZbdeMuQ8GF984atz.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jaylen Wells,F,MEM,PHI,24.5,Pts+Rebs,pr,Demon,1642377,10456577,10456577,217923,134729,2026-03-10T19:00:00.000-04:00,,,16.5,3,https://static.prizepicks.com/images/players/NBA/Jaylen_Wells_NBA_player_ykKs80ZbdeMuQ8GF984atz.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jaylen Wells,F,MEM,PHI,24.5,Pts+Rebs+Asts,pra,Demon,1642377,10456580,10456580,217923,134729,2026-03-10T19:00:00.000-04:00,,,18.5,2,https://static.prizepicks.com/images/players/NBA/Jaylen_Wells_NBA_player_ykKs80ZbdeMuQ8GF984atz.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Scotty Pippen,G,MEM,PHI,24.5,Pts+Rebs+Asts,pra,Demon,1630590,10456595,10456595,186620,134729,2026-03-10T19:00:00.000-04:00,,,18.5,2,https://static.prizepicks.com/images/players/NBA/Scotty_Pippen_NBA_player_Nrc7aoD1oBg30tx4uuVimSTq.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ty Jerome,G-F,MEM,PHI,24.5,Pts+Asts,pa,Demon,1629660,10456600,10456600,297767,134729,2026-03-10T19:00:00.000-04:00,,,21.5,1,https://static.prizepicks.com/images/players/NBA/Ty_Jerome_NBA_player_zvm3Tlf7x95EA4EstP1nEwei.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ty Jerome,G-F,MEM,PHI,24.5,Pts+Rebs,pr,Demon,1629660,10456603,10456603,297767,134729,2026-03-10T19:00:00.000-04:00,,,20.5,1,https://static.prizepicks.com/images/players/NBA/Ty_Jerome_NBA_player_zvm3Tlf7x95EA4EstP1nEwei.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kelly Oubre,F-G,PHI,MEM,24.5,Points,pts,Demon,1626162,10456900,10456900,174595,134729,2026-03-10T19:00:00.000-04:00,,,17.5,3,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Quentin Grimes,G,PHI,MEM,24.5,Points,pts,Demon,1629656,10456909,10456909,228006,134729,2026-03-10T19:00:00.000-04:00,,,18.5,3,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
VJ Edgecombe,G,PHI,MEM,24.5,Points,pts,Demon,1642845,10456923,10456923,271603,134729,2026-03-10T19:00:00.000-04:00,,,18.5,2,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kelly Oubre,F-G,PHI,MEM,24.5,Pts+Rebs,pr,Demon,1626162,10457159,10457159,174595,134729,2026-03-10T19:00:00.000-04:00,,,22.5,1,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Quentin Grimes,G,PHI,MEM,24.5,Pts+Rebs+Asts,pra,Goblin,1629656,10457176,10457176,228006,134729,2026-03-10T19:00:00.000-04:00,,,27.5,3,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
VJ Edgecombe,G,PHI,MEM,24.5,Pts+Asts,pa,Demon,1642845,10457191,10457191,271603,134729,2026-03-10T19:00:00.000-04:00,,,23.5,1,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
VJ Edgecombe,G,PHI,MEM,24.5,Pts+Rebs+Asts,pra,Goblin,1642845,10457195,10457195,271603,134729,2026-03-10T19:00:00.000-04:00,,,28.5,3,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Olivier-Maxence Prosper,F,MEM,PHI,24.5,Pts+Rebs,pr,Demon,1641765,10458471,10458471,288047,134729,2026-03-10T19:00:00.000-04:00,,,15.5,2,https://static.prizepicks.com/images/players/NBA/Olivier-Maxence_Prosper_NBA_player_8K3bP8Ie9lvYLAxpixt8u05g.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Quentin Grimes,G,PHI,MEM,24.5,Pts+Asts,pa,Demon,1629656,10460151,10460151,228006,134729,2026-03-10T19:00:00.000-04:00,,,23.5,1,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Quentin Grimes,G,PHI,MEM,24.5,Pts+Rebs,pr,Demon,1629656,10460152,10460152,228006,134729,2026-03-10T19:00:00.000-04:00,,,22.5,1,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kelly Oubre,F-G,PHI,MEM,24.5,Pts+Rebs+Asts,pra,Goblin,1626162,10460466,10460466,174595,134729,2026-03-10T19:00:00.000-04:00,,,26.5,1,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
GG Jackson,F,MEM,PHI,23.5,Pts+Rebs+Asts,pra,Standard,1641713,10456114,10456114,179274,134729,2026-03-10T19:00:00.000-04:00,,,23.5,0,https://static.prizepicks.com/images/players/NBA/GG_Jackson_NBA_player_m9I0dlZ2fkbYvHgmRJnM2Xs0.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Quentin Grimes,G,PHI,MEM,23.5,Pts+Asts,pa,Standard,1629656,10456910,10456910,228006,134729,2026-03-10T19:00:00.000-04:00,,,23.5,0,https://static.prizepicks.com/images/manual/Quentin_Grimes.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
VJ Edgecombe,G,PHI,MEM,23.5,Pts+Asts,pa,Standard,1642845,10456924,10456924,271603,134729,2026-03-10T19:00:00.000-04:00,,,23.5,0,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
VJ Edgecombe,G,PHI,MEM,23.5,Pts+Rebs,pr,Standard,1642845,10456925,10456925,271603,134729,2026-03-10T19:00:00.000-04:00,,,23.5,0,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Kelly Oubre,F-G,PHI,MEM,23.5,Pts+Rebs+Asts,pra,Goblin,1626162,10459194,10459194,174595,134729,2026-03-10T19:00:00.000-04:00,,,26.5,2,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
VJ Edgecombe,G,PHI,MEM,23.5,Points,pts,Demon,1642845,10459233,10459233,271603,134729,2026-03-10T19:00:00.000-04:00,,,18.5,1,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.400000000000002,56.800000000000004,22,26,27,24,19,12,12,12,10,13,19.35483870967742,21,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
