player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg
Immanuel Quickley,G,TOR,HOU,1.5,Personal Fouls,personalfouls,Goblin,1630193,10449824,10449824,183194,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Immanuel Quickley,G,TOR,HOU,1.5,Steals,stl,Demon,1630193,10449828,10449828,183194,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Immanuel Quickley,G,TOR,HOU,1.5,Turnovers,tov,Standard,1630193,10449829,10449829,183194,134732,2026-03-10T20:00:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ja'Kobe Walter,G,TOR,HOU,1.5,3-PT Made,3ptmade,Demon,1642266,10449832,10449832,220934,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Ja'Kobe_Walter_NBA_player_4doPm9Lbi8qPzZMbOibxbZs.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ja'Kobe Walter,G,TOR,HOU,1.5,Assists,ast,Demon,1642266,10449836,10449836,220934,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Ja'Kobe_Walter_NBA_player_4doPm9Lbi8qPzZMbOibxbZs.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ja'Kobe Walter,G,TOR,HOU,1.5,Blks+Stls,stocks,Demon,1642266,10449838,10449838,220934,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Ja'Kobe_Walter_NBA_player_4doPm9Lbi8qPzZMbOibxbZs.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ja'Kobe Walter,G,TOR,HOU,1.5,Personal Fouls,personalfouls,Goblin,1642266,10449843,10449843,220934,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Ja'Kobe_Walter_NBA_player_4doPm9Lbi8qPzZMbOibxbZs.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jakob Poeltl,C,TOR,HOU,1.5,Assists,ast,Goblin,1627751,10449859,10449859,96540,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Jakob_Poeltl_NBA_player_ju9rfJBLTXIDW3saYYyfg8xR.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jakob Poeltl,C,TOR,HOU,1.5,Blks+Stls,stocks,Standard,1627751,10449860,10449860,96540,134732,2026-03-10T20:00:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/players/NBA/Jakob_Poeltl_NBA_player_ju9rfJBLTXIDW3saYYyfg8xR.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jakob Poeltl,C,TOR,HOU,1.5,Turnovers,tov,Demon,1627751,10449872,10449872,96540,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Jakob_Poeltl_NBA_player_ju9rfJBLTXIDW3saYYyfg8xR.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
RJ Barrett,F-G,TOR,HOU,1.5,Blks+Stls,stocks,Demon,1629628,10449878,10449878,183185,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
RJ Barrett,F-G,TOR,HOU,1.5,Turnovers,tov,Goblin,1629628,10449888,10449888,183185,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Scottie Barnes,F-G,TOR,HOU,1.5,3-PT Made,3ptmade,Demon,1630567,10449892,10449892,188002,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Brandon Ingram,F,TOR,HOU,1.5,Blocked Shots,blk,Demon,1627742,10450231,10450231,269517,134732,2026-03-10T20:00:00.000-04:00,,,0.5,1,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Brandon Ingram,F,TOR,HOU,1.5,Steals,stl,Demon,1627742,10450243,10450243,269517,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ja'Kobe Walter,G,TOR,HOU,1.5,Rebounds,reb,Goblin,1642266,10450263,10450263,220934,134732,2026-03-10T20:00:00.000-04:00,,,2.5,1,https://static.prizepicks.com/images/players/NBA/Ja'Kobe_Walter_NBA_player_4doPm9Lbi8qPzZMbOibxbZs.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Ja'Kobe Walter,G,TOR,HOU,1.5,Steals,stl,Demon,1642266,10450268,10450268,220934,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Ja'Kobe_Walter_NBA_player_4doPm9Lbi8qPzZMbOibxbZs.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jakob Poeltl,C,TOR,HOU,1.5,Blocked Shots,blk,Demon,1627751,10450271,10450271,96540,134732,2026-03-10T20:00:00.000-04:00,,,0.5,1,https://static.prizepicks.com/images/players/NBA/Jakob_Poeltl_NBA_player_ju9rfJBLTXIDW3saYYyfg8xR.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Jakob Poeltl,C,TOR,HOU,1.5,Steals,stl,Demon,1627751,10450281,10450281,96540,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Jakob_Poeltl_NBA_player_ju9rfJBLTXIDW3saYYyfg8xR.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
RJ Barrett,F-G,TOR,HOU,1.5,Steals,stl,Demon,1629628,10450295,10450295,183185,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Scottie Barnes,F-G,TOR,HOU,1.5,Steals,stl,Demon,1630567,10450309,10450309,188002,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Immanuel Quickley,G,TOR,HOU,1.5,Blks+Stls,stocks,Standard,1630193,10451072,10451072,183194,134732,2026-03-10T20:00:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,,,,,OK,109.6,88.0,40.3,35.1,12.3,22.2,13.6,52.9,27.999999999999996,55.99999999999999,4,4,4,10,7,17,10,10,5,21,6.344086021505376,4,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Dorian Finney-Smith,F,HOU,TOR,1.5,Assists,ast,Demon,1627827,10461024,10461024,288642,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Dorian_Finney-Smith_NBA_player_H208skoVnuxSYDZLYobOAXDs.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Alperen Sengun,C,HOU,TOR,0.5,3-PT Made,3ptmade,Demon,1630578,10447632,10447632,55716,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Alperen_Sengun_NBA_player_MDK6kDvHMx5WTOvQ8y4FbDYv.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Alperen Sengun,C,HOU,TOR,0.5,Blocked Shots,blk,Goblin,1630578,10447640,10447640,55716,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Alperen_Sengun_NBA_player_MDK6kDvHMx5WTOvQ8y4FbDYv.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Alperen Sengun,C,HOU,TOR,0.5,Steals,stl,Goblin,1630578,10447668,10447668,55716,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Alperen_Sengun_NBA_player_MDK6kDvHMx5WTOvQ8y4FbDYv.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Amen Thompson,G-F,HOU,TOR,0.5,3-PT Made,3ptmade,Demon,1641708,10447675,10447675,174285,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/amenthom.png,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Amen Thompson,G-F,HOU,TOR,0.5,Blocked Shots,blk,Demon,1641708,10447683,10447683,174285,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/amenthom.png,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Amen Thompson,G-F,HOU,TOR,0.5,Steals,stl,Goblin,1641708,10447714,10447714,174285,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/amenthom.png,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Clint Capela,C,HOU,TOR,0.5,Free Throws Attempted,freethrowsattempted,Demon,203991,10447725,10447725,272364,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Clint_Capela_NBA_player_JRZC1NPDtOcPGv4vZZmGJm71.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Clint Capela,C,HOU,TOR,0.5,Free Throws Made,freethrowsmade,Demon,203991,10447726,10447726,272364,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Clint_Capela_NBA_player_JRZC1NPDtOcPGv4vZZmGJm71.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Clint Capela,C,HOU,TOR,0.5,Personal Fouls,personalfouls,Goblin,203991,10447727,10447727,272364,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Clint_Capela_NBA_player_JRZC1NPDtOcPGv4vZZmGJm71.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Clint Capela,C,HOU,TOR,0.5,Steals,stl,Demon,203991,10447736,10447736,272364,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Clint_Capela_NBA_player_JRZC1NPDtOcPGv4vZZmGJm71.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Clint Capela,C,HOU,TOR,0.5,Turnovers,tov,Demon,203991,10447737,10447737,272364,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Clint_Capela_NBA_player_JRZC1NPDtOcPGv4vZZmGJm71.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Dorian Finney-Smith,F,HOU,TOR,0.5,3-PT Made,3ptmade,Goblin,1627827,10447740,10447740,288642,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Dorian_Finney-Smith_NBA_player_H208skoVnuxSYDZLYobOAXDs.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Dorian Finney-Smith,F,HOU,TOR,0.5,Blks+Stls,stocks,Standard,1627827,10447745,10447745,288642,134732,2026-03-10T20:00:00.000-04:00,,,0.5,0,https://static.prizepicks.com/images/players/NBA/Dorian_Finney-Smith_NBA_player_H208skoVnuxSYDZLYobOAXDs.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Dorian Finney-Smith,F,HOU,TOR,0.5,Blocked Shots,blk,Demon,1627827,10447746,10447746,288642,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Dorian_Finney-Smith_NBA_player_H208skoVnuxSYDZLYobOAXDs.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Dorian Finney-Smith,F,HOU,TOR,0.5,Free Throws Attempted,freethrowsattempted,Demon,1627827,10447749,10447749,288642,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Dorian_Finney-Smith_NBA_player_H208skoVnuxSYDZLYobOAXDs.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Dorian Finney-Smith,F,HOU,TOR,0.5,Free Throws Made,freethrowsmade,Demon,1627827,10447750,10447750,288642,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Dorian_Finney-Smith_NBA_player_H208skoVnuxSYDZLYobOAXDs.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Dorian Finney-Smith,F,HOU,TOR,0.5,Steals,stl,Demon,1627827,10447765,10447765,288642,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Dorian_Finney-Smith_NBA_player_H208skoVnuxSYDZLYobOAXDs.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
Dorian Finney-Smith,F,HOU,TOR,0.5,Two Pointers Attempted,twopointersattempted,Goblin,1627827,10447768,10447768,288642,134732,2026-03-10T20:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Dorian_Finney-Smith_NBA_player_H208skoVnuxSYDZLYobOAXDs.webp,,,,,OK,112.3,86.5,39.9,37.1,12.8,24.5,15.8,49.4,27.099999999999998,54.199999999999996,8,10,17,4,4,6,6,6,20,7,7.634408602150537,7,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,
