rank,tier,player,team,opp,is_home,player_role,position_group,prop_display,prop_type,line,direction,composite_hr,hr_L5,hr_L10,hr_L20,hr_season,sample_L5,sample_L10,sample_L20,sample_season,avg_L5,avg_L10,avg_L20,avg_season,gap_vs_line_L5,gap_vs_line_L10,last1_raw,last2_raw,last3_raw,games_played,scoring_tier,pp_tier,def_tier,def_rank,opp_gaa,opp_saa,opp_pk_pct,pts_per_game,pp_pts_per_game,toi_avg_L10,toi_per_game_api,prop_score,edge
981,A,Rasmus Andersson,VGK,EDM,1,SKATER,D,Goals,goals,0.5,UNDER,97.2%,100.0%,100.0%,90.0%,86.7%,5,10,20,30,0.00,0.10,0.15,0.13,,-0.4,0,0,0,30,DEPTH,PP_OCC,WEAK,27,3.429,0.000,0.000,0.429,0.071,23.22,21.55,0.74679,0.4717
982,A,Ilya Mikheyev,CHI,DAL,0,SKATER,F,Points,points,0.5,UNDER,72.6%,80.0%,70.0%,65.0%,63.3%,5,10,20,30,0.00,0.50,0.55,0.63,,0.0,0,0,0,30,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.439,0.000,17.58,17.52,0.74580,0.2258
983,A,Mattias Samuelsson,BUF,TB,0,SKATER,D,Points,points,0.5,UNDER,73.6%,80.0%,80.0%,55.0%,53.3%,5,10,20,30,0.00,0.30,0.25,0.20,,-0.2,0,0,0,30,SECONDARY,NO_PP,,,,,,0.574,0.000,21.76,23.13,0.74580,0.2358
984,A,Noah Ostlund,BUF,TB,0,SKATER,F,Goals,goals,0.5,UNDER,93.3%,100.0%,90.0%,90.0%,83.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,8,DEPTH,PP_OCC,,,,,,0.451,0.078,10.54,13.72,0.74531,0.4333
985,A,Ben Kindel,PIT,BOS,1,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,67.4%,60.0%,80.0%,65.0%,56.7%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,AVERAGE,18,3.145,0.000,0.000,0.508,0.169,0.00,15.42,0.74510,0.1742
986,A,Jason Robertson,DAL,CHI,1,SKATER,F,Points,points,1.5,OVER,64.5%,80.0%,60.0%,50.0%,40.0%,5,10,20,30,0.40,0.70,0.80,1.00,-1.1,-0.8,0,0,1,30,ELITE,PP1_STAR,AVERAGE,23,3.242,0.000,0.000,1.194,0.500,16.42,19.95,0.74500,0.1450
987,A,Brayden McNabb,VGK,EDM,1,SKATER,D,Assists,assists,0.5,UNDER,82.5%,80.0%,80.0%,90.0%,90.0%,5,10,20,30,0.40,0.20,0.25,0.23,-0.1,-0.3,0,0,1,30,SHUTDOWN,NO_PP,WEAK,27,3.429,0.000,0.000,0.136,0.000,19.88,20.73,0.74500,0.3250
988,A,Devon Toews,COL,MIN,1,SKATER,D,Goals,goals,0.5,UNDER,87.1%,80.0%,90.0%,95.0%,93.3%,5,10,20,30,0.40,0.30,0.15,0.13,-0.1,-0.2,1,0,0,30,DEPTH,NO_PP,ELITE,6,2.891,0.000,0.000,0.306,0.000,24.65,22.42,0.74406,0.3708
989,A,Tim Washe,ANA,STL,1,SKATER,F,Assists,assists,0.5,UNDER,82.4%,80.0%,80.0%,89.5%,89.5%,5,10,19,19,0.00,0.00,0.00,0.00,,,0,0,,2,SHUTDOWN,NO_PP,WEAK,26,3.419,0.000,0.000,0.158,0.000,7.74,11.87,0.74370,0.3237
990,A,Pavel Mintyukov,ANA,STL,1,SKATER,D,Assists,assists,0.5,UNDER,80.3%,80.0%,80.0%,80.0%,83.3%,5,10,20,30,0.00,0.20,0.30,0.23,,-0.3,0,0,0,30,DEPTH,NO_PP,WEAK,26,3.419,0.000,0.000,0.298,0.018,17.14,18.22,0.74330,0.3033
991,A,Pavel Dorofeyev,VGK,EDM,1,SKATER,F,Points,points,1.5,UNDER,74.3%,80.0%,70.0%,70.0%,73.3%,5,10,20,30,0.40,0.50,0.70,0.60,-1.1,-1.0,1,1,0,30,SECONDARY,PP_REGULAR,WEAK,27,3.429,0.000,0.000,0.810,0.397,17.73,17.55,0.74330,0.2433
992,A,Zach Hyman,EDM,VGK,0,SKATER,F,Points,points,0.5,OVER,68.3%,80.0%,60.0%,60.0%,63.3%,5,10,20,30,0.00,0.30,0.55,0.50,,-0.2,0,0,0,30,ELITE,PP_REGULAR,AVERAGE,19,3.190,0.000,0.000,0.977,0.318,17.23,20.23,0.74330,0.1833
993,A,Jack Eichel,VGK,EDM,1,SKATER,F,Shots On Goal,shots_on_goal,2.5,OVER,53.8%,40.0%,60.0%,70.0%,63.3%,5,10,20,30,2.80,2.70,2.75,2.83,0.3,0.2,2,4,2,30,ELITE,PP1_STAR,WEAK,27,3.429,0.000,0.000,1.273,0.436,18.94,21.33,0.74290,0.0383
994,A,Jack Quinn,BUF,TB,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,64.5%,80.0%,50.0%,60.0%,60.0%,5,10,20,30,1.20,1.50,1.40,1.47,-1.3,-1.0,3,1,0,30,SECONDARY,PP_OCC,,,,,,0.619,0.095,14.01,15.62,0.74240,0.1450
995,A,Nazem Kadri,COL,MIN,1,SKATER,F,Shots On Goal,shots_on_goal,4.5,UNDER,57.3%,40.0%,60.0%,80.0%,83.3%,5,10,20,30,3.60,2.90,3.45,3.63,-0.9,-1.6,4,3,4,30,ELITE,NO_PP,ELITE,6,2.891,0.000,0.000,1.000,0.000,19.84,21.78,0.74210,0.0733
996,A,Leo Carlsson,ANA,STL,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,63.6%,60.0%,60.0%,75.0%,73.3%,5,10,20,30,2.80,2.20,2.00,1.80,-0.7,-1.3,2,8,0,30,ELITE,PP_REGULAR,WEAK,26,3.419,0.000,0.000,1.040,0.280,18.24,19.35,0.74210,0.1358
997,A,David Pastrnak,BOS,PIT,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,56.4%,60.0%,60.0%,45.0%,46.7%,5,10,20,30,2.00,2.70,3.10,3.53,-0.5,0.2,1,3,3,30,ELITE,PP1_STAR,SOLID,9,2.968,0.000,0.000,1.298,0.491,18.95,20.43,0.74190,0.0642
998,A,Blake Lizotte,PIT,BOS,1,SKATER,F,Assists,assists,0.5,UNDER,76.2%,80.0%,70.0%,80.0%,76.7%,5,10,20,30,0.20,0.50,0.40,0.37,-0.3,0.0,0,0,1,30,DEPTH,NO_PP,AVERAGE,18,3.145,0.000,0.000,0.373,0.000,14.04,13.87,0.74170,0.2617
999,A,Rasmus Dahlin,BUF,TB,0,SKATER,D,Points,points,1.5,UNDER,68.1%,60.0%,70.0%,75.0%,83.3%,5,10,20,30,1.20,1.10,0.85,1.03,-0.3,-0.4,0,0,2,30,ELITE,PP_REGULAR,,,,,,0.915,0.305,23.83,24.52,0.74080,0.1808
1000,A,Nikita Grebenkin,PHI,NYR,0,SKATER,F,Goals,goals,0.5,UNDER,94.0%,100.0%,90.0%,90.0%,90.0%,5,10,20,30,0.00,0.10,0.10,0.10,,-0.4,0,0,0,30,DEPTH,NO_PP,AVERAGE,22,3.194,0.000,0.000,0.271,0.000,11.52,11.27,0.74080,0.4400
1001,A,Frank Nazar,CHI,DAL,0,SKATER,F,Goals,goals,0.5,UNDER,81.8%,80.0%,80.0%,85.0%,90.0%,5,10,20,30,0.60,0.50,0.40,0.30,0.1,0.0,1,1,1,30,SECONDARY,PP_OCC,ELITE,3,2.742,0.000,0.000,0.587,0.152,17.20,18.45,0.74035,0.3175
1002,A,Frank Nazar,CHI,UTA,0,SKATER,F,Goals,goals,0.5,UNDER,81.8%,80.0%,80.0%,85.0%,90.0%,5,10,20,30,0.60,0.50,0.40,0.30,0.1,0.0,1,1,1,30,SECONDARY,PP_OCC,ELITE,4,2.746,0.000,0.000,0.587,0.152,17.20,18.45,0.74035,0.3175
1003,A,Jake Guentzel,TB,BUF,0,SKATER,F,Points,points,1.5,UNDER,60.0%,60.0%,60.0%,60.0%,60.0%,5,10,20,30,1.20,1.20,1.00,0.97,-0.3,-0.3,0,1,2,30,ELITE,PP1_STAR,ELITE,8,2.952,0.000,0.000,1.098,0.410,19.69,20.40,0.74000,0.1000
1004,A,Reilly Smith,VGK,EDM,1,SKATER,F,Assists,assists,0.5,UNDER,80.0%,80.0%,80.0%,80.0%,80.0%,5,10,20,30,0.80,0.40,0.40,0.40,0.3,-0.1,0,0,2,30,DEPTH,NO_PP,WEAK,27,3.429,0.000,0.000,0.339,0.017,15.31,13.83,0.74000,0.3000
1005,A,Ryan Leonard,WSH,CGY,0,SKATER,F,Goals,goals,0.5,UNDER,85.3%,80.0%,90.0%,90.0%,83.3%,5,10,20,30,0.00,0.11,0.11,0.11,,-0.389,0,0,0,9,SECONDARY,PP_OCC,SOLID,16,3.048,0.000,0.000,0.561,0.175,14.18,14.50,0.73971,0.3533
1006,A,Nils Lundkvist,DAL,CHI,1,SKATER,D,Goals,goals,0.5,UNDER,95.1%,100.0%,90.0%,95.0%,93.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.229,0.000,15.92,16.57,0.73966,0.4508
1007,A,Oliver Moore,CHI,DAL,0,SKATER,F,Assists,assists,0.5,UNDER,70.9%,60.0%,80.0%,75.0%,76.7%,5,10,20,30,0.40,0.44,0.44,0.44,-0.1,-0.056,1,0,0,9,DEPTH,PP_OCC,ELITE,3,2.742,0.000,0.000,0.360,0.100,13.58,13.07,0.73920,0.2092
1008,A,Sean Durzi,UTA,CHI,0,SKATER,D,Goals,goals,0.5,UNDER,92.6%,100.0%,90.0%,85.0%,83.3%,5,10,20,30,0.20,0.20,0.15,0.13,-0.3,-0.3,0,0,1,30,DEPTH,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.524,0.095,22.26,20.35,0.73916,0.4258
1009,A,Rasmus Dahlin,BUF,TB,0,SKATER,D,Goals,goals,0.5,UNDER,82.8%,80.0%,90.0%,75.0%,80.0%,5,10,20,30,0.40,0.40,0.30,0.37,-0.1,-0.1,0,0,0,30,ELITE,PP_REGULAR,,,,,,0.915,0.305,23.83,24.52,0.73855,0.3275
1010,A,Jake Guentzel,TB,BUF,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,UNDER,53.4%,40.0%,60.0%,65.0%,66.7%,5,10,20,30,2.00,2.60,2.85,2.77,-1.5,-0.9,1,2,4,30,ELITE,PP1_STAR,ELITE,8,2.952,0.000,0.000,1.098,0.410,19.69,20.40,0.73830,0.0342
1011,A,Joel Eriksson Ek,MIN,COL,0,SKATER,F,Goals,goals,0.5,UNDER,80.2%,100.0%,70.0%,65.0%,60.0%,5,10,20,30,1.00,0.50,0.40,0.30,0.5,0.0,1,0,0,30,SECONDARY,PP_REGULAR,ELITE,1,2.500,0.000,0.000,0.741,0.276,20.50,19.28,0.73805,0.3025
1012,A,Conor Geekie,TB,BUF,0,SKATER,F,Goals,goals,0.5,UNDER,100.0%,100.0%,100.0%,100.0%,100.0%,5,9,9,9,0.40,0.20,0.15,0.17,-0.1,-0.3,0,1,1,30,SHUTDOWN,NO_PP,ELITE,8,2.952,0.000,0.000,0.111,0.000,12.65,10.15,0.73800,0.5000
1013,A,Connor Brown,NJ,DET,0,SKATER,F,Points,points,1.5,UNDER,73.8%,60.0%,80.0%,85.0%,90.0%,5,10,20,30,0.80,0.50,0.40,0.33,-0.7,-1.0,0,0,1,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.500,0.054,17.04,16.92,0.73750,0.2375
1014,A,Sam Rinzel,CHI,DAL,0,SKATER,D,Goals,goals,0.5,UNDER,87.4%,80.0%,90.0%,95.0%,96.7%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,9,DEPTH,NO_PP,ELITE,3,2.742,0.000,0.000,0.324,0.029,23.36,17.45,0.73684,0.3742
1015,A,Tomas Hertl,VGK,EDM,1,SKATER,F,Points,points,0.5,OVER,65.7%,60.0%,70.0%,70.0%,66.7%,5,10,20,30,1.20,0.90,1.00,1.07,0.7,0.4,2,0,0,30,SECONDARY,PP_REGULAR,WEAK,27,3.429,0.000,0.000,0.857,0.365,16.30,17.33,0.73670,0.1567
1016,A,Carl Grundstrom,PHI,NYR,0,SKATER,F,Goals,goals,0.5,UNDER,93.4%,100.0%,90.0%,95.0%,76.7%,5,10,20,30,0.00,0.10,0.05,0.23,,-0.4,0,0,0,30,DEPTH,NO_PP,AVERAGE,22,3.194,0.000,0.000,0.303,0.000,9.71,11.88,0.73604,0.4342
1017,A,Devon Toews,COL,MIN,1,SKATER,D,Points,points,0.5,UNDER,70.6%,60.0%,80.0%,75.0%,73.3%,5,10,20,30,1.00,1.10,0.80,0.70,0.5,0.6,1,0,1,30,DEPTH,NO_PP,ELITE,6,2.891,0.000,0.000,0.306,0.000,24.65,22.42,0.73580,0.2058
1018,A,Logan Stanley,BUF,TB,0,SKATER,D,Goals,goals,0.5,UNDER,93.3%,100.0%,90.0%,90.0%,83.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,,,,,,0.356,0.017,15.53,17.20,0.73531,0.4333
1019,A,Matt Boldy,MIN,COL,0,SKATER,F,Points,points,0.5,OVER,69.5%,60.0%,80.0%,70.0%,70.0%,5,10,20,30,1.80,1.30,1.00,0.93,1.3,0.8,2,0,0,30,ELITE,PP1_STAR,ELITE,1,2.500,0.000,0.000,1.200,0.400,22.06,20.82,0.73500,0.1950
1020,A,Denton Mateychuk,CBJ,LA,0,SKATER,D,Goals,goals,0.5,UNDER,93.2%,100.0%,90.0%,85.0%,90.0%,5,10,20,30,0.00,0.00,0.05,0.10,,,0,0,0,30,DEPTH,NO_PP,,,,,,0.436,0.036,18.41,19.90,0.73465,0.4325
1021,A,Kent Johnson,CBJ,LA,0,SKATER,F,Goals,goals,0.5,UNDER,93.2%,100.0%,90.0%,85.0%,90.0%,5,10,20,30,0.40,0.20,0.20,0.30,-0.1,-0.3,0,1,0,30,DEPTH,NO_PP,,,,,,0.322,0.034,16.25,13.63,0.73465,0.4325
1022,A,Erik Karlsson,PIT,BOS,1,SKATER,D,Shots On Goal,shots_on_goal,1.5,OVER,62.0%,60.0%,70.0%,50.0%,60.0%,5,10,20,30,1.20,1.70,1.90,2.10,-0.3,0.2,2,1,2,30,SECONDARY,PP_REGULAR,AVERAGE,18,3.145,0.000,0.000,0.702,0.298,22.68,23.62,0.73440,0.1200
1023,A,Nathan MacKinnon,COL,MIN,1,SKATER,F,Assists,assists,1.5,UNDER,61.4%,60.0%,60.0%,65.0%,66.7%,5,10,20,30,1.00,0.70,0.90,0.93,-0.5,-0.8,1,0,2,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.705,0.393,22.18,22.28,0.73420,0.1142
1024,A,Fraser Minten,BOS,PIT,0,SKATER,F,Goals,goals,0.5,UNDER,90.8%,100.0%,90.0%,75.0%,80.0%,5,10,20,30,0.20,0.10,0.10,0.14,-0.3,-0.4,0,0,0,21,DEPTH,NO_PP,SOLID,9,2.968,0.000,0.000,0.468,0.048,13.28,14.95,0.73415,0.4075
1025,A,Justin Sourdif,WSH,CGY,0,SKATER,F,Goals,goals,0.5,UNDER,90.8%,100.0%,90.0%,75.0%,80.0%,5,10,20,30,1.00,1.00,1.00,1.00,0.5,0.5,1,,,1,DEPTH,NO_PP,SOLID,16,3.048,0.000,0.000,0.433,0.033,9.45,14.48,0.73415,0.4075
1026,A,Fabian Zetterlund,OTT,VAN,0,SKATER,F,Goals,goals,0.5,UNDER,96.8%,100.0%,100.0%,90.0%,83.3%,5,10,20,30,0.40,0.20,0.10,0.17,-0.1,-0.3,0,0,1,30,DEPTH,PP_OCC,WEAK,32,3.746,0.000,0.000,0.387,0.081,16.22,13.38,0.73401,0.4683
1027,A,Alex DeBrincat,DET,NJ,0,SKATER,F,Points,points,0.5,OVER,67.3%,80.0%,60.0%,60.0%,53.3%,5,10,20,30,1.00,0.80,0.85,1.00,0.5,0.3,1,1,1,30,ELITE,PP_REGULAR,,,,,,1.000,0.286,18.66,18.15,0.73330,0.1733
1028,A,Pavel Mintyukov,ANA,STL,1,SKATER,D,Points,points,0.5,UNDER,79.3%,80.0%,80.0%,80.0%,73.3%,5,10,20,30,0.00,0.20,0.35,0.30,,-0.3,0,0,0,30,DEPTH,NO_PP,WEAK,26,3.419,0.000,0.000,0.298,0.018,17.14,18.22,0.73330,0.2933
1029,A,Mattias Ekholm,EDM,VGK,0,SKATER,D,Points,points,0.5,OVER,76.3%,100.0%,70.0%,50.0%,43.3%,5,10,20,30,1.20,0.80,0.75,0.60,0.7,0.3,0,1,2,30,DEPTH,NO_PP,AVERAGE,19,3.190,0.000,0.000,0.524,0.048,19.34,20.85,0.73330,0.2633
1030,A,Devon Toews,COL,MIN,1,SKATER,D,Shots On Goal,shots_on_goal,2.5,UNDER,62.7%,60.0%,70.0%,55.0%,60.0%,5,10,20,30,0.80,1.60,1.50,1.57,-1.7,-0.9,2,0,1,30,DEPTH,NO_PP,ELITE,6,2.891,0.000,0.000,0.306,0.000,24.65,22.42,0.73280,0.1275
1031,A,Troy Terry,ANA,STL,1,SKATER,F,Goals,goals,0.5,UNDER,86.9%,100.0%,80.0%,75.0%,76.7%,5,10,20,30,0.20,0.20,0.20,0.17,-0.3,-0.3,1,0,0,30,ELITE,PP_OCC,WEAK,26,3.419,0.000,0.000,0.978,0.196,18.47,18.35,0.73274,0.3692
1032,A,Trevor Moore,LA,CBJ,0,SKATER,F,Goals,goals,0.5,UNDER,92.9%,100.0%,90.0%,85.0%,86.7%,5,10,20,30,0.20,0.10,0.15,0.13,-0.3,-0.4,0,0,0,30,DEPTH,NO_PP,AVERAGE,20,3.194,0.000,0.000,0.347,0.000,16.30,16.03,0.73194,0.4292
1033,A,Jake Guentzel,TB,BUF,0,SKATER,F,Goals,goals,0.5,UNDER,72.2%,80.0%,70.0%,60.0%,66.7%,5,10,20,30,0.60,0.70,0.60,0.50,0.1,0.2,0,1,2,30,ELITE,PP1_STAR,ELITE,8,2.952,0.000,0.000,1.098,0.410,19.69,20.40,0.73179,0.2217
1034,A,Teuvo Teravainen,CHI,DAL,0,SKATER,F,Assists,assists,0.5,UNDER,69.2%,60.0%,70.0%,80.0%,86.7%,5,10,20,30,0.20,0.20,0.45,0.67,-0.3,-0.3,0,1,0,30,DEPTH,PP_REGULAR,ELITE,3,2.742,0.000,0.000,0.509,0.291,17.47,18.15,0.73170,0.1917
1035,A,Rasmus Dahlin,BUF,TB,0,SKATER,D,Points,points,0.5,OVER,67.2%,60.0%,70.0%,80.0%,66.7%,5,10,20,30,1.20,1.10,0.85,1.03,0.7,0.6,0,0,2,30,ELITE,PP_REGULAR,,,,,,0.915,0.305,23.83,24.52,0.73170,0.1717
1036,A,Mikael Granlund,ANA,STL,1,SKATER,F,Points,points,1.5,UNDER,74.2%,60.0%,80.0%,90.0%,86.7%,5,10,20,30,0.60,0.60,0.70,0.67,-0.9,-0.9,0,0,0,30,SECONDARY,PP_OCC,WEAK,26,3.419,0.000,0.000,0.711,0.132,16.97,18.93,0.73170,0.2417
1037,A,Rasmus Andersson,VGK,EDM,1,SKATER,D,Assists,assists,0.5,UNDER,78.2%,80.0%,80.0%,70.0%,76.7%,5,10,20,30,0.20,0.20,0.35,0.27,-0.3,-0.3,0,1,0,30,DEPTH,PP_OCC,WEAK,27,3.429,0.000,0.000,0.429,0.071,23.22,21.55,0.73170,0.2817
1038,A,Anze Kopitar,LA,CBJ,0,SKATER,F,Goals,goals,0.5,UNDER,86.8%,80.0%,90.0%,95.0%,90.0%,5,10,20,30,0.00,0.00,0.00,0.10,,,0,0,0,30,SECONDARY,PP_OCC,AVERAGE,20,3.194,0.000,0.000,0.553,0.170,17.49,18.68,0.73135,0.3675
1039,A,Tim Washe,ANA,STL,1,SKATER,F,Points,points,0.5,UNDER,81.0%,80.0%,80.0%,84.2%,84.2%,5,10,19,19,0.00,0.00,0.00,0.00,,,0,0,,2,SHUTDOWN,NO_PP,WEAK,26,3.419,0.000,0.000,0.158,0.000,7.74,11.87,0.73050,0.3105
1040,A,Nathan MacKinnon,COL,MIN,1,SKATER,F,Shots On Goal,shots_on_goal,5.5,UNDER,54.5%,40.0%,60.0%,70.0%,70.0%,5,10,20,30,4.80,4.00,4.10,4.37,-0.7,-1.5,6,7,2,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.705,0.393,22.18,22.28,0.73040,0.0450
1041,A,Patrick Kane,DET,NJ,0,SKATER,F,Goals,goals,0.5,UNDER,85.3%,80.0%,90.0%,90.0%,83.3%,5,10,20,30,0.20,0.20,0.30,0.33,-0.3,-0.3,0,0,0,30,SECONDARY,PP_REGULAR,,,,,,0.708,0.250,19.11,17.20,0.72971,0.3533
1042,A,Jackson LaCombe,ANA,STL,1,SKATER,D,Shots On Goal,shots_on_goal,1.5,OVER,58.0%,80.0%,50.0%,30.0%,40.0%,5,10,20,30,1.40,1.40,1.15,1.37,-0.1,-0.1,3,1,0,30,SECONDARY,PP_REGULAR,WEAK,26,3.419,0.000,0.000,0.694,0.226,25.67,24.43,0.72960,0.0800
1043,A,Martin Necas,COL,MIN,1,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,54.4%,60.0%,50.0%,55.0%,46.7%,5,10,20,30,1.40,1.90,2.55,2.70,-1.1,-0.6,0,0,1,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.288,0.271,18.93,21.20,0.72950,0.0442
1044,A,Jordan Spence,OTT,VAN,0,SKATER,D,Goals,goals,0.5,UNDER,97.5%,100.0%,100.0%,90.0%,90.0%,5,10,20,30,0.20,0.10,0.05,0.03,-0.3,-0.4,0,0,0,30,DEPTH,NO_PP,WEAK,32,3.746,0.000,0.000,0.358,0.000,17.02,17.22,0.72950,0.4750
1045,A,Tim Washe,ANA,STL,1,SKATER,F,Goals,goals,0.5,UNDER,98.7%,100.0%,100.0%,94.7%,94.7%,5,10,19,19,0.00,0.00,0.00,0.00,,,0,0,,2,SHUTDOWN,NO_PP,WEAK,26,3.419,0.000,0.000,0.158,0.000,7.74,11.87,0.72918,0.4868
1046,A,Matvei Gridin,CGY,WSH,0,SKATER,F,Goals,goals,0.5,UNDER,88.8%,100.0%,80.0%,83.3%,83.3%,5,10,18,18,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,SOLID,10,3.000,0.000,0.000,0.389,0.167,0.00,14.30,0.72841,0.3883
1047,A,Jansen Harkins,ANA,STL,1,SKATER,F,Goals,goals,0.5,UNDER,98.6%,100.0%,100.0%,95.0%,93.3%,5,10,20,30,0.00,0.00,0.00,0.03,,,0,0,0,30,SHUTDOWN,NO_PP,WEAK,26,3.419,0.000,0.000,0.167,0.000,11.23,10.20,0.72836,0.4858
1048,A,Oliver Moore,CHI,DAL,0,SKATER,F,Points,points,0.5,UNDER,69.8%,60.0%,80.0%,70.0%,73.3%,5,10,20,30,0.40,0.44,0.44,0.44,-0.1,-0.056,1,0,0,9,DEPTH,PP_OCC,ELITE,3,2.742,0.000,0.000,0.360,0.100,13.58,13.07,0.72830,0.1983
1049,A,Nikita Kucherov,TB,BUF,0,SKATER,F,Points,points,1.5,UNDER,58.8%,80.0%,50.0%,40.0%,33.3%,5,10,20,30,1.20,1.60,1.55,1.53,-0.3,0.1,0,2,3,30,ELITE,PP1_STAR,ELITE,8,2.952,0.000,0.000,1.754,0.526,20.30,20.47,0.72830,0.0883
1050,A,Marco Kasper,DET,NJ,0,SKATER,F,Points,points,0.5,UNDER,77.8%,80.0%,80.0%,70.0%,73.3%,5,10,20,30,1.00,0.80,0.70,0.60,0.5,0.3,1,1,1,30,SHUTDOWN,NO_PP,,,,,,0.242,0.032,17.50,13.82,0.72830,0.2783
1051,A,Dalibor Dvorsky,STL,ANA,0,SKATER,F,Goals,goals,0.5,UNDER,96.1%,100.0%,100.0%,85.0%,83.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,0,0,,2,DEPTH,PP_OCC,WEAK,30,3.500,0.000,0.000,0.288,0.135,9.41,14.50,0.72786,0.4608
1052,A,Nathan MacKinnon,COL,MIN,1,SKATER,F,Shots On Goal,shots_on_goal,3.5,OVER,63.2%,60.0%,70.0%,60.0%,56.7%,5,10,20,30,4.80,4.00,4.10,4.37,1.3,0.5,6,7,2,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.705,0.393,22.18,22.28,0.72750,0.1317
1053,A,Vasily Podkolzin,EDM,VGK,0,SKATER,F,Assists,assists,0.5,UNDER,75.8%,80.0%,70.0%,75.0%,80.0%,5,10,20,30,0.00,0.10,0.05,0.10,,-0.4,0,0,0,30,DEPTH,NO_PP,AVERAGE,19,3.190,0.000,0.000,0.444,0.016,14.59,15.18,0.72750,0.2575
1054,A,Gavin Brindley,COL,MIN,1,SKATER,F,Goals,goals,0.5,UNDER,87.4%,80.0%,90.0%,95.0%,96.7%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,SHUTDOWN,NO_PP,ELITE,6,2.891,0.000,0.000,0.245,0.000,0.00,9.80,0.72684,0.3742
1055,A,Alex DeBrincat,DET,NJ,0,SKATER,F,Points,points,1.5,UNDER,66.7%,60.0%,70.0%,70.0%,76.7%,5,10,20,30,1.00,0.80,0.85,1.00,-0.5,-0.7,1,1,1,30,ELITE,PP_REGULAR,,,,,,1.000,0.286,18.66,18.15,0.72670,0.1667
1056,A,Alex Ovechkin,WSH,CGY,0,SKATER,F,Goals,goals,0.5,UNDER,82.1%,80.0%,90.0%,75.0%,73.3%,5,10,20,30,0.60,0.80,0.65,0.70,0.1,0.3,1,0,1,30,SECONDARY,PP_REGULAR,SOLID,16,3.048,0.000,0.000,0.781,0.234,17.54,17.77,0.72306,0.3208
1057,A,Brock Nelson,COL,MIN,1,SKATER,F,Assists,assists,0.5,UNDER,64.2%,60.0%,70.0%,65.0%,60.0%,5,10,20,30,0.20,0.30,0.40,0.43,-0.3,-0.2,0,0,0,30,SECONDARY,PP_OCC,ELITE,6,2.891,0.000,0.000,0.855,0.194,18.33,19.50,0.72250,0.1425
1058,A,Wyatt Johnston,DAL,CHI,1,SKATER,F,Shots On Goal,shots_on_goal,2.5,OVER,55.5%,60.0%,50.0%,60.0%,50.0%,5,10,20,30,1.80,1.60,1.65,2.10,-0.7,-0.9,2,3,2,30,ELITE,PP1_STAR,AVERAGE,23,3.242,0.000,0.000,1.081,0.532,18.18,20.07,0.72160,0.0550
1059,A,Connor Zary,CGY,WSH,0,SKATER,F,Goals,goals,0.5,UNDER,88.0%,100.0%,80.0%,80.0%,80.0%,5,10,20,30,0.20,0.30,0.25,0.27,-0.3,-0.2,0,0,0,30,DEPTH,PP_OCC,SOLID,10,3.000,0.000,0.000,0.383,0.117,15.60,14.65,0.72160,0.3800
1060,A,Jeffrey Viel,ANA,STL,1,SKATER,F,Goals,goals,0.5,UNDER,97.7%,100.0%,100.0%,90.0%,92.0%,5,10,20,25,0.00,0.00,0.00,0.00,,,0,0,0,5,SHUTDOWN,NO_PP,WEAK,26,3.419,0.000,0.000,0.200,0.000,7.69,13.28,0.72114,0.4770
1061,A,Timo Meier,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,OVER,67.9%,80.0%,70.0%,45.0%,46.7%,5,10,20,30,2.80,3.30,3.35,3.13,-0.7,-0.2,5,4,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.534,0.172,19.12,18.63,0.72070,0.1792
