projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,position_code,position_group,scoring_tier,pp_tier,pts_per_game,goals_per_game,pp_pts_per_game,toi_per_game_api
10533346,218298,Jordan Staal,CAR,F,Faceoffs Won,12,standard,False,STL,STL,CAR,2026-03-12T19:00:00.000-04:00,135126,2026-03-12T21:01:55Z,faceoffs_won,SKATER,STL,1,8473533,3.365,0.0,0.0,2.635,0.0,0.0,63.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,DEPTH,NO_PP,0.459,0.262,0.049,16.1
10532922,218684,William Carrier,CAR,F,Hits,2.5,standard,False,STL,STL,CAR,2026-03-12T19:00:00.000-04:00,135126,2026-03-12T21:01:55Z,hits,SKATER,STL,1,8477478,3.365,0.0,0.0,2.635,0.0,0.0,63.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,L,F,DEPTH,NO_PP,0.264,0.113,0.0,11.05
10532908,218298,Jordan Staal,CAR,F,Hits,1.5,standard,False,STL,STL,CAR,2026-03-12T19:00:00.000-04:00,135126,2026-03-12T21:01:55Z,hits,SKATER,STL,1,8473533,3.365,0.0,0.0,2.635,0.0,0.0,63.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,DEPTH,NO_PP,0.459,0.262,0.049,16.1
10532938,268039,Pius Suter,STL,F,Hits,0.5,standard,False,CAR,STL,CAR,2026-03-12T19:00:00.000-04:00,135126,2026-03-12T21:01:55Z,hits,SKATER,CAR,0,8480459,2.905,0.0,0.0,3.556,0.0,0.0,63.0,7.0,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,DEPTH,PP_OCC,0.426,0.191,0.064,16.43
10532940,226405,Taylor Hall,CAR,F,Hits,0.5,standard,False,STL,STL,CAR,2026-03-12T19:00:00.000-04:00,135126,2026-03-12T21:01:55Z,hits,SKATER,STL,1,8447463,3.365,0.0,0.0,2.635,0.0,0.0,63.0,25.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,UNDER,0.5,R,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10513514,218275,Charlie McAvoy,BOS,D,Time On Ice,24.25,standard,False,SJ,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,time_on_ice,SKATER,SJ,0,8479325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.8,4,1,5,0.6,6,4,10,0.45,9,11,20,0.5,30,0.6475,OVER,0.1475,D,D,SECONDARY,PP_REGULAR,0.885,0.135,0.365,24.25
10513512,218257,Macklin Celebrini,SJ,F,Time On Ice,22.5,standard,False,BOS,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,time_on_ice,SKATER,BOS,0,8484801,3.175,0.0,0.0,3.365,0.0,0.0,63.0,18.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.5,5,5,10,0.55,11,9,20,0.5,30,0.4675,UNDER,0.0325,C,F,ELITE,PP1_STAR,1.452,0.532,0.403,21.32
10513513,218274,David Pastrnak,BOS,F,Time On Ice,21.25,standard,False,SJ,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,time_on_ice,SKATER,SJ,0,8477956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.7,7,3,10,0.5,10,10,20,0.4333,30,0.5233,OVER,0.0233,R,F,ELITE,PP1_STAR,1.288,0.39,0.475,20.48
10533359,218323,Elias Lindholm,BOS,F,Faceoffs Won,10,standard,False,SJ,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,faceoffs_won,SKATER,SJ,0,8477496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_REGULAR,0.784,0.235,0.373,17.8
10533351,271186,Alexander Wennberg,SJ,F,Faceoffs Won,8.5,standard,False,BOS,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,faceoffs_won,SKATER,BOS,0,8477505,3.175,0.0,0.0,3.365,0.0,0.0,63.0,18.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_OCC,0.661,0.21,0.177,20.7
10532907,295018,Kiefer Sherwood,SJ,F,Hits,6,standard,False,BOS,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,hits,SKATER,BOS,0,8480748,3.175,0.0,0.0,3.365,0.0,0.0,63.0,18.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,L,F,DEPTH,PP_OCC,0.5,0.375,0.125,16.97
10532912,219292,Mark Kastelic,BOS,F,Hits,3,standard,False,SJ,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,hits,SKATER,SJ,0,8480355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,DEPTH,NO_PP,0.281,0.141,0.016,13.1
10532916,267676,Tanner Jeannot,BOS,F,Hits,3,standard,False,SJ,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,hits,SKATER,SJ,0,8479661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,L,F,DEPTH,NO_PP,0.35,0.1,0.017,13.13
10532924,267672,Fraser Minten,BOS,F,Hits,1.5,standard,False,SJ,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,hits,SKATER,SJ,0,8483489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,DEPTH,NO_PP,0.453,0.219,0.047,15.0
10532945,218658,Tyler Toffoli,SJ,F,Hits,0.5,standard,False,BOS,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,hits,SKATER,BOS,0,8475726,3.175,0.0,0.0,3.365,0.0,0.0,63.0,18.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_OCC,0.645,0.258,0.194,15.6
10532946,218323,Elias Lindholm,BOS,F,Hits,0.5,standard,False,SJ,,,2026-03-12T19:00:00.000-04:00,135122,2026-03-12T21:01:55Z,hits,SKATER,SJ,0,8477496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_REGULAR,0.784,0.235,0.373,17.8
10513509,218289,Zach Werenski,CBJ,D,Time On Ice,26.25,standard,False,FLA,CBJ,FLA,2026-03-12T19:00:00.000-04:00,135123,2026-03-12T21:01:55Z,time_on_ice,SKATER,FLA,0,8478460,3.333,0.0,0.0,3.032,0.0,0.0,63.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.6,3,2,5,0.6,6,4,10,0.5,10,10,20,0.6,30,0.585,OVER,0.085,D,D,ELITE,PP_REGULAR,1.193,0.351,0.316,26.43
10513511,57845,Aaron Ekblad,FLA,D,Time On Ice,23.75,standard,False,CBJ,CBJ,FLA,2026-03-12T19:00:00.000-04:00,135123,2026-03-12T21:01:55Z,time_on_ice,SKATER,CBJ,1,8477932,3.194,0.0,0.0,3.226,0.0,0.0,62.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.6,3,2,5,0.3,3,7,10,0.35,7,13,20,0.3333,30,0.4308,UNDER,0.0692,D,D,DEPTH,PP_OCC,0.403,0.048,0.081,22.55
10513510,57853,Sam Reinhart,FLA,F,Time On Ice,21,standard,False,CBJ,CBJ,FLA,2026-03-12T19:00:00.000-04:00,135123,2026-03-12T21:01:55Z,time_on_ice,SKATER,CBJ,1,8477933,3.194,0.0,0.0,3.226,0.0,0.0,62.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.4,4,6,10,0.55,11,9,20,0.6333,30,0.4458,UNDER,0.0542,C,F,ELITE,PP_REGULAR,0.937,0.444,0.365,21.33
10513508,218255,Adam Fantilli,CBJ,F,Time On Ice,18.75,standard,False,FLA,CBJ,FLA,2026-03-12T19:00:00.000-04:00,135123,2026-03-12T21:01:55Z,time_on_ice,SKATER,FLA,0,8484166,3.333,0.0,0.0,3.032,0.0,0.0,63.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.5,5,5,10,0.55,11,9,20,0.5333,30,0.4708,UNDER,0.0292,C,F,SECONDARY,PP_OCC,0.703,0.281,0.141,18.77
10533345,218259,Sean Monahan,CBJ,F,Faceoffs Won,8.5,standard,False,FLA,CBJ,FLA,2026-03-12T19:00:00.000-04:00,135123,2026-03-12T21:01:55Z,faceoffs_won,SKATER,FLA,0,8477497,3.333,0.0,0.0,3.032,0.0,0.0,63.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_OCC,0.55,0.2,0.167,17.5
10532910,218320,Mathieu Olivier,CBJ,F,Hits,3,standard,False,FLA,CBJ,FLA,2026-03-12T19:00:00.000-04:00,135123,2026-03-12T21:01:55Z,hits,SKATER,FLA,0,8479671,3.333,0.0,0.0,3.032,0.0,0.0,63.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,R,F,DEPTH,NO_PP,0.431,0.235,0.0,14.45
10532915,218255,Adam Fantilli,CBJ,F,Hits,1.5,standard,False,FLA,CBJ,FLA,2026-03-12T19:00:00.000-04:00,135123,2026-03-12T21:01:55Z,hits,SKATER,FLA,0,8484166,3.333,0.0,0.0,3.032,0.0,0.0,63.0,24.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_OCC,0.703,0.281,0.141,18.77
10532944,218673,Gustav Forsling,FLA,D,Hits,0.5,standard,False,CBJ,CBJ,FLA,2026-03-12T19:00:00.000-04:00,135123,2026-03-12T21:01:55Z,hits,SKATER,CBJ,1,8478055,3.194,0.0,0.0,3.226,0.0,0.0,62.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,D,D,DEPTH,NO_PP,0.344,0.031,0.031,22.7
10513498,173364,Luke Hughes,NJ,D,Time On Ice,22,standard,False,CGY,,,2026-03-12T19:00:00.000-04:00,135127,2026-03-12T21:01:55Z,time_on_ice,SKATER,CGY,0,8482684,3.048,0.0,0.0,2.5,0.0,0.0,62.0,15.0,SOLID,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.5,5,5,10,0.55,11,9,20,0.7,30,0.4875,UNDER,0.0125,D,D,DEPTH,PP_OCC,0.537,0.093,0.167,22.9
10513497,218073,Jack Hughes,NJ,F,Time On Ice,20.5,standard,False,CGY,,,2026-03-12T19:00:00.000-04:00,135127,2026-03-12T21:01:55Z,time_on_ice,SKATER,CGY,0,8448071,3.048,0.0,0.0,2.5,0.0,0.0,62.0,15.0,SOLID,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,UNDER,0.5,D,D,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10533349,57868,Nico Hischier,NJ,F,Faceoffs Won,13,standard,False,CGY,,,2026-03-12T19:00:00.000-04:00,135127,2026-03-12T21:01:55Z,faceoffs_won,SKATER,CGY,0,8480002,3.048,0.0,0.0,2.5,0.0,0.0,62.0,15.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_REGULAR,0.719,0.328,0.234,20.8
10533350,226754,Morgan Frost,CGY,F,Faceoffs Won,8.5,standard,False,NJ,,,2026-03-12T19:00:00.000-04:00,135127,2026-03-12T21:01:55Z,faceoffs_won,SKATER,NJ,0,8480028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,DEPTH,PP_REGULAR,0.5,0.219,0.203,15.28
10533360,218240,Mikael Backlund,CGY,F,Faceoffs Won,8,standard,False,NJ,,,2026-03-12T19:00:00.000-04:00,135127,2026-03-12T21:01:55Z,faceoffs_won,SKATER,NJ,0,8474150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,NO_PP,0.562,0.203,0.047,17.75
10541432,306906,Jack Hughes + Luke Hughes,NJ,F,Shots On Goal (Combo),5.5,standard,False,CGY/CGY,,,2026-03-12T19:00:00.000-04:00,135127,2026-03-12T21:01:55Z,shots_on_goal_(combo),SKATER,CGY/CGY,0,8448071|8482684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,UNDER,0.5,F,F,UNKNOWN,N/A,0.0,0.0,0.0,
10532926,235429,Adam Klapka,CGY,F,Hits,3.5,standard,False,NJ,,,2026-03-12T19:00:00.000-04:00,135127,2026-03-12T21:01:55Z,hits,SKATER,NJ,0,8483609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,R,F,SHUTDOWN,NO_PP,0.206,0.079,0.016,10.7
10532935,229541,Joel Hanley,CGY,D,Hits,0.5,standard,False,NJ,,,2026-03-12T19:00:00.000-04:00,135127,2026-03-12T21:01:55Z,hits,SKATER,NJ,0,8477810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,D,D,SHUTDOWN,NO_PP,0.117,0.0,0.0,14.57
10532937,57868,Nico Hischier,NJ,F,Hits,0.5,standard,False,CGY,,,2026-03-12T19:00:00.000-04:00,135127,2026-03-12T21:01:55Z,hits,SKATER,CGY,0,8480002,3.048,0.0,0.0,2.5,0.0,0.0,62.0,15.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_REGULAR,0.719,0.328,0.234,20.8
10513505,219643,Jakob Chychrun,WSH,D,Time On Ice,24.5,standard,False,BUF,WSH,BUF,2026-03-12T19:00:00.000-04:00,135124,2026-03-12T21:01:55Z,time_on_ice,SKATER,BUF,0,8479345,3.016,0.0,0.0,3.516,0.0,0.0,64.0,14.0,SOLID,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.6,3,2,5,0.6,6,4,10,0.55,11,9,20,0.4333,30,0.5758,OVER,0.0758,D,D,SECONDARY,PP_REGULAR,0.781,0.344,0.219,23.78
10513507,218218,Rasmus Dahlin,BUF,D,Time On Ice,24.25,standard,False,WSH,WSH,BUF,2026-03-12T19:00:00.000-04:00,135124,2026-03-12T21:01:55Z,time_on_ice,SKATER,WSH,1,8480839,3.0,0.0,0.0,3.125,0.0,0.0,64.0,13.0,SOLID,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.8,4,1,5,0.7,7,3,10,0.75,15,5,20,0.6667,30,0.7442,OVER,0.2442,D,D,ELITE,PP_REGULAR,0.984,0.213,0.328,24.48
10513506,218270,Tage Thompson,BUF,F,Time On Ice,19.5,standard,False,WSH,WSH,BUF,2026-03-12T19:00:00.000-04:00,135124,2026-03-12T21:01:55Z,time_on_ice,SKATER,WSH,1,8479420,3.0,0.0,0.0,3.125,0.0,0.0,64.0,13.0,SOLID,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.6,6,4,10,0.55,11,9,20,0.4667,30,0.4992,UNDER,0.0008,C,F,ELITE,PP_REGULAR,1.077,0.523,0.308,19.1
10513504,218565,Alex Ovechkin,WSH,F,Time On Ice,17,standard,False,BUF,WSH,BUF,2026-03-12T19:00:00.000-04:00,135124,2026-03-12T21:01:55Z,time_on_ice,SKATER,BUF,0,8471214,3.016,0.0,0.0,3.516,0.0,0.0,64.0,14.0,SOLID,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.6,3,2,5,0.5,5,5,10,0.55,11,9,20,0.6,30,0.5575,OVER,0.0575,L,F,SECONDARY,PP_REGULAR,0.773,0.364,0.242,17.73
10533354,87042,Dylan Strome,WSH,F,Faceoffs Won,10,standard,False,BUF,WSH,BUF,2026-03-12T19:00:00.000-04:00,135124,2026-03-12T21:01:55Z,faceoffs_won,SKATER,BUF,0,8478440,3.016,0.0,0.0,3.516,0.0,0.0,64.0,14.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,C,F,SECONDARY,PP_REGULAR,0.781,0.25,0.281,18.42
10532929,218294,Beck Malenstyn,BUF,F,Hits,3.5,standard,False,WSH,WSH,BUF,2026-03-12T19:00:00.000-04:00,135124,2026-03-12T21:01:55Z,hits,SKATER,WSH,1,8479359,3.0,0.0,0.0,3.125,0.0,0.0,64.0,13.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,L,F,SHUTDOWN,NO_PP,0.156,0.094,0.0,11.1
10532914,218567,Tom Wilson,WSH,F,Hits,3,standard,False,BUF,WSH,BUF,2026-03-12T19:00:00.000-04:00,135124,2026-03-12T21:01:55Z,hits,SKATER,BUF,0,8476880,3.016,0.0,0.0,3.516,0.0,0.0,64.0,14.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,R,F,SECONDARY,PP_OCC,0.893,0.429,0.196,19.53
