SEASON,EVENT_ID,GAME_DATE,TEAM,ESPN_ATHLETE_ID,PLAYER,PLAYER_NORM,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FTM,FTA
2025-26,401810563,2026-02-01,NY,4433225,Tyler Kolek,tyler kolek,14,8,2,4,0,0,0,3.0,10.0,2.0,6.0,0.0,0.0
2025-26,401810558,2026-02-01,ORL,4432573,Paolo Banchero,paolo banchero,35,19,10,4,1,0,4,6.0,12.0,1.0,1.0,6.0,8.0
2025-26,401810558,2026-02-01,ORL,4277847,Wendell Carter Jr.,wendell carter,19,2,2,0,2,0,0,1.0,7.0,0.0,2.0,0.0,0.0
2025-26,401810558,2026-02-01,ORL,4066320,Desmond Bane,desmond bane,37,25,4,4,1,0,2,10.0,17.0,1.0,2.0,4.0,4.0
2025-26,401810558,2026-02-01,ORL,4432165,Jalen Suggs,jalen suggs,32,5,6,6,1,1,4,2.0,13.0,1.0,6.0,0.0,0.0
2025-26,401810558,2026-02-01,ORL,4712849,Anthony Black,anthony black,30,11,1,2,2,0,2,4.0,12.0,2.0,5.0,1.0,1.0
2025-26,401810558,2026-02-01,ORL,3150844,Moritz Wagner,moritz wagner,8,8,0,0,0,0,0,3.0,6.0,2.0,4.0,0.0,0.0
2025-26,401810558,2026-02-01,ORL,4065654,Jonathan Isaac,jonathan isaac,15,9,1,1,2,0,0,4.0,6.0,1.0,2.0,0.0,0.0
2025-26,401810558,2026-02-01,ORL,4702382,Tristan da Silva,tristan da silva,28,7,5,3,1,0,1,3.0,9.0,1.0,5.0,0.0,0.0
2025-26,401810558,2026-02-01,ORL,5214637,Noah Penda,noah penda,13,7,2,2,1,0,0,3.0,5.0,0.0,2.0,1.0,1.0
2025-26,401810558,2026-02-01,ORL,4348700,Goga Bitadze,goga bitadze,9,4,2,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810558,2026-02-01,ORL,3135046,Tyus Jones,tyus jones,9,0,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810558,2026-02-01,ORL,5105806,Jett Howard,jett howard,2,3,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0
2025-26,401810558,2026-02-01,ORL,5239561,Jase Richardson,jase richardson,2,3,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0
2025-26,401810558,2026-02-01,SA,6578,Harrison Barnes,harrison barnes,29,7,5,1,0,0,1,2.0,5.0,1.0,3.0,2.0,4.0
2025-26,401810558,2026-02-01,SA,4592479,Julian Champagnie,julian champagnie,31,11,8,1,0,0,0,3.0,7.0,2.0,6.0,3.0,3.0
2025-26,401810558,2026-02-01,SA,5104157,Victor Wembanyama,victor wembanyama,28,25,8,2,4,5,2,7.0,13.0,0.0,4.0,11.0,15.0
2025-26,401810558,2026-02-01,SA,4066259,De'Aaron Fox,de aaron fox,30,14,3,10,1,0,3,7.0,14.0,0.0,3.0,0.0,0.0
2025-26,401810558,2026-02-01,SA,4395630,Devin Vassell,devin vassell,28,16,2,3,0,0,2,7.0,13.0,2.0,5.0,0.0,0.0
2025-26,401810558,2026-02-01,SA,4066317,Lindy Waters III,lindy waters,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810558,2026-02-01,SA,4395723,Keldon Johnson,keldon johnson,25,14,10,1,0,0,3,5.0,9.0,1.0,2.0,3.0,4.0
2025-26,401810558,2026-02-01,SA,4433618,Harrison Ingram,harrison ingram,2,2,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810558,2026-02-01,SA,5061568,Carter Bryant,carter bryant,16,6,2,0,0,0,0,2.0,6.0,1.0,1.0,1.0,2.0
2025-26,401810558,2026-02-01,SA,3064560,Luke Kornet,luke kornet,18,2,4,3,2,0,1,1.0,2.0,0.0,0.0,0.0,0.0
2025-26,401810558,2026-02-01,SA,3134916,Jordan McLaughlin,jordan mclaughlin,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810558,2026-02-01,SA,4279532,Stanley Umude,stanley umude,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810558,2026-02-01,SA,5037871,Dylan Harper,dylan harper,28,15,6,5,1,1,2,6.0,12.0,1.0,5.0,2.0,4.0
2025-26,401810561,2026-02-01,UTAH,4066336,Lauri Markkanen,lauri markkanen,39,27,11,2,2,1,0,9.0,23.0,2.0,9.0,7.0,7.0
2025-26,401810561,2026-02-01,UTAH,4895758,Cody Williams,cody williams,20,10,2,0,1,0,0,4.0,5.0,1.0,1.0,1.0,2.0
2025-26,401810561,2026-02-01,UTAH,3102530,Jusuf Nurkic,jusuf nurkic,33,11,13,1,1,3,5,3.0,11.0,1.0,3.0,4.0,7.0
2025-26,401810561,2026-02-01,UTAH,4683766,Isaiah Collier,isaiah collier,30,19,4,7,2,1,3,5.0,8.0,1.0,3.0,8.0,10.0
2025-26,401810561,2026-02-01,UTAH,4873138,Ace Bailey,ace bailey,27,4,11,2,1,1,3,1.0,10.0,0.0,2.0,2.0,2.0
2025-26,401810561,2026-02-01,UTAH,3449,Kevin Love,kevin love,15,4,5,2,0,0,1,2.0,7.0,0.0,3.0,0.0,0.0
2025-26,401810561,2026-02-01,UTAH,4684793,Kyle Filipowski,kyle filipowski,9,6,5,1,0,0,1,2.0,4.0,0.0,1.0,2.0,2.0
2025-26,401810561,2026-02-01,UTAH,5105839,Brice Sensabaugh,brice sensabaugh,19,4,2,0,2,0,4,1.0,6.0,0.0,3.0,2.0,2.0
2025-26,401810561,2026-02-01,UTAH,3133602,Svi Mykhailiuk,svi mykhailiuk,30,8,1,3,1,0,2,2.0,7.0,2.0,6.0,2.0,2.0
2025-26,401810561,2026-02-01,UTAH,4896372,Walter Clayton Jr.,walter clayton,18,7,2,2,0,0,3,3.0,9.0,1.0,5.0,0.0,0.0
2025-26,401810561,2026-02-01,TOR,3913176,Brandon Ingram,brandon ingram,35,19,5,3,1,1,2,7.0,19.0,1.0,5.0,4.0,4.0
2025-26,401810561,2026-02-01,TOR,4395625,RJ Barrett,rj barrett,28,21,6,4,0,1,3,6.0,12.0,2.0,6.0,7.0,9.0
2025-26,401810561,2026-02-01,TOR,4433134,Scottie Barnes,scottie barnes,34,14,9,4,2,4,4,5.0,12.0,1.0,3.0,3.0,6.0
2025-26,401810561,2026-02-01,TOR,5093267,Collin Murray-Boyles,collin murray boyles,24,4,5,1,1,2,0,2.0,7.0,0.0,1.0,0.0,0.0
2025-26,401810561,2026-02-01,TOR,4395724,Immanuel Quickley,immanuel quickley,33,17,5,4,4,0,2,6.0,12.0,3.0,6.0,2.0,2.0
2025-26,401810561,2026-02-01,TOR,4278580,Sandro Mamukelashvili,sandro mamukelashvili,30,20,6,0,1,0,4,6.0,9.0,4.0,7.0,4.0,4.0
2025-26,401810561,2026-02-01,TOR,4431893,Jamison Battle,jamison battle,4,0,1,0,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0
2025-26,401810561,2026-02-01,TOR,4397018,Ochai Agbaji,ochai agbaji,2,0,1,0,0,0,0,0.0,2.0,0.0,1.0,0.0,0.0
2025-26,401810561,2026-02-01,TOR,4432241,Jamal Shead,jamal shead,20,5,1,4,0,0,0,2.0,4.0,1.0,2.0,0.0,0.0
2025-26,401810561,2026-02-01,TOR,4684272,Ja'Kobe Walter,ja kobe walter,18,7,1,1,1,0,0,1.0,3.0,0.0,2.0,5.0,5.0
2025-26,401810561,2026-02-01,TOR,5106258,Gradey Dick,gradey dick,11,0,2,1,1,0,0,0.0,2.0,0.0,1.0,0.0,0.0
2025-26,401810562,2026-02-01,SAC,4431679,Precious Achiuwa,precious achiuwa,9,5,4,0,0,0,1,2.0,7.0,1.0,1.0,0.0,0.0
2025-26,401810562,2026-02-01,SAC,4898371,Maxime Raynaud,maxime raynaud,27,14,6,1,1,2,2,6.0,9.0,1.0,1.0,1.0,2.0
2025-26,401810562,2026-02-01,SAC,3978,DeMar DeRozan,demar derozan,33,32,2,5,0,1,3,10.0,16.0,1.0,1.0,11.0,12.0
2025-26,401810562,2026-02-01,SAC,3064440,Zach LaVine,zach lavine,35,35,6,2,1,0,2,13.0,26.0,4.0,10.0,5.0,5.0
2025-26,401810562,2026-02-01,SAC,4702384,Nique Clifford,nique clifford,29,6,3,4,2,0,1,1.0,3.0,0.0,0.0,4.0,4.0
2025-26,401810562,2026-02-01,SAC,2528588,Doug McDermott,doug mcdermott,6,3,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0
2025-26,401810562,2026-02-01,SAC,3914285,Drew Eubanks,drew eubanks,4,2,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810562,2026-02-01,SAC,4433174,Dylan Cardwell,dylan cardwell,20,5,2,0,0,3,1,2.0,2.0,0.0,0.0,1.0,2.0
2025-26,401810562,2026-02-01,SAC,4066262,Malik Monk,malik monk,17,4,4,2,1,1,3,2.0,10.0,0.0,4.0,0.0,0.0
2025-26,401810562,2026-02-01,SAC,4279318,Daeqwon Plowden,daeqwon plowden,24,0,4,0,0,1,0,0.0,3.0,0.0,3.0,0.0,0.0
2025-26,401810562,2026-02-01,SAC,4432117,Isaiah Stevens,isaiah stevens,19,2,2,5,2,0,0,0.0,2.0,0.0,0.0,2.0,2.0
2025-26,401810562,2026-02-01,SAC,4433188,Devin Carter,devin carter,16,4,3,2,2,0,1,1.0,4.0,0.0,0.0,2.0,2.0
2025-26,401810562,2026-02-01,WSH,6609,Khris Middleton,khris middleton,18,13,1,3,0,0,2,5.0,8.0,2.0,3.0,1.0,2.0
2025-26,401810562,2026-02-01,WSH,4277848,Marvin Bagley III,marvin bagley,19,15,6,2,1,1,0,7.0,8.0,1.0,1.0,0.0,0.0
2025-26,401810562,2026-02-01,WSH,5174563,Kyshawn George,kyshawn george,19,6,1,2,0,1,2,3.0,6.0,0.0,1.0,0.0,0.0
2025-26,401810562,2026-02-01,WSH,4845374,Bub Carrington,bub carrington,23,6,2,6,0,0,1,2.0,7.0,2.0,6.0,0.0,0.0
2025-26,401810562,2026-02-01,WSH,5104155,Bilal Coulibaly,bilal coulibaly,21,15,1,3,2,0,1,5.0,9.0,0.0,1.0,5.0,5.0
2025-26,401810562,2026-02-01,WSH,2581184,Anthony Gill,anthony gill,27,0,4,0,2,1,1,0.0,3.0,0.0,0.0,0.0,0.0
2025-26,401810562,2026-02-01,WSH,3936296,Skal Labissiere,skal labissiere,27,13,7,2,2,1,1,6.0,8.0,1.0,3.0,0.0,0.0
2025-26,401810562,2026-02-01,WSH,4432173,Sharife Cooper,sharife cooper,13,5,7,3,0,0,1,2.0,4.0,0.0,0.0,1.0,2.0
2025-26,401810562,2026-02-01,WSH,4606840,Jamir Watkins,jamir watkins,16,8,6,0,1,0,0,3.0,7.0,1.0,3.0,1.0,2.0
2025-26,401810562,2026-02-01,WSH,5144126,Will Riley,will riley,30,18,6,6,1,0,1,6.0,15.0,4.0,8.0,2.0,2.0
2025-26,401810562,2026-02-01,WSH,5170947,AJ Johnson,aj johnson,27,17,1,4,1,0,7,7.0,13.0,2.0,5.0,1.0,2.0
2025-26,401810564,2026-02-01,LAC,6450,Kawhi Leonard,kawhi leonard,30,25,8,5,0,0,2,9.0,20.0,1.0,5.0,6.0,10.0
2025-26,401810564,2026-02-01,LAC,3908845,John Collins,john collins,28,16,9,2,0,0,0,6.0,10.0,1.0,3.0,3.0,4.0
2025-26,401810564,2026-02-01,LAC,4017837,Ivica Zubac,ivica zubac,33,14,20,1,0,1,1,5.0,5.0,0.0,0.0,4.0,9.0
2025-26,401810564,2026-02-01,LAC,2991139,Kris Dunn,kris dunn,30,8,5,3,1,0,5,2.0,8.0,0.0,2.0,4.0,5.0
2025-26,401810564,2026-02-01,LAC,4702352,Kobe Sanders,kobe sanders,31,12,2,4,0,0,2,5.0,9.0,2.0,4.0,0.0,0.0
2025-26,401810564,2026-02-01,LAC,3416,Nicolas Batum,nicolas batum,22,3,8,2,0,0,2,1.0,4.0,1.0,4.0,0.0,0.0
2025-26,401810564,2026-02-01,LAC,3448,Brook Lopez,brook lopez,21,8,1,3,0,1,0,3.0,7.0,1.0,2.0,1.0,1.0
2025-26,401810564,2026-02-01,LAC,5108024,Yanic Konan Niederhauser,yanic konan niederhauser,3,3,1,0,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0
2025-26,401810564,2026-02-01,LAC,4396818,Jordan Miller,jordan miller,24,20,5,2,0,0,3,7.0,12.0,3.0,4.0,3.0,4.0
2025-26,401810564,2026-02-01,LAC,4431752,Kobe Brown,kobe brown,3,2,1,2,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810564,2026-02-01,LAC,4845363,Cam Christie,cam christie,14,6,3,1,0,0,1,3.0,6.0,0.0,0.0,0.0,0.0
2025-26,401810564,2026-02-01,PHX,2583632,Royce O'Neale,royce o neale,34,9,4,3,0,0,1,3.0,8.0,3.0,8.0,0.0,0.0
2025-26,401810564,2026-02-01,PHX,3155526,Dillon Brooks,dillon brooks,35,22,5,1,0,0,0,7.0,20.0,4.0,6.0,4.0,6.0
2025-26,401810564,2026-02-01,PHX,4701232,Mark Williams,mark williams,24,7,7,4,0,1,1,3.0,6.0,0.0,0.0,1.0,2.0
2025-26,401810564,2026-02-01,PHX,3135045,Grayson Allen,grayson allen,36,23,1,8,2,0,0,7.0,21.0,4.0,13.0,5.0,6.0
2025-26,401810564,2026-02-01,PHX,4278585,Collin Gillespie,collin gillespie,27,12,4,2,1,0,0,4.0,13.0,4.0,10.0,0.0,0.0
2025-26,401810564,2026-02-01,PHX,4277957,Isaiah Livers,isaiah livers,14,2,1,1,0,1,0,1.0,3.0,0.0,1.0,0.0,0.0
2025-26,401810564,2026-02-01,PHX,4601023,Oso Ighodaro,oso ighodaro,18,4,2,0,0,1,1,1.0,3.0,0.0,0.0,2.0,2.0
2025-26,401810564,2026-02-01,PHX,4888725,Ryan Dunn,ryan dunn,12,0,2,1,1,0,0,0.0,5.0,0.0,1.0,0.0,2.0
2025-26,401810564,2026-02-01,PHX,5105977,Rasheer Fleming,rasheer fleming,3,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810564,2026-02-01,PHX,5203685,Khaman Maluach,khaman maluach,3,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810564,2026-02-01,PHX,4278402,Jordan Goodwin,jordan goodwin,24,12,6,1,2,0,0,4.0,9.0,4.0,7.0,0.0,0.0
2025-26,401810564,2026-02-01,PHX,4280245,Jamaree Bouyea,jamaree bouyea,10,2,1,0,1,0,0,1.0,4.0,0.0,0.0,0.0,0.0
2025-26,401810559,2026-02-01,BKN,5107173,Danny Wolf,danny wolf,29,6,10,4,0,1,4,2.0,9.0,0.0,5.0,2.0,2.0
2025-26,401810559,2026-02-01,BKN,4278067,Nic Claxton,nic claxton,17,10,2,1,1,0,1,5.0,9.0,0.0,0.0,0.0,0.0
2025-26,401810559,2026-02-01,BKN,3907823,Terance Mann,terance mann,20,4,2,1,0,0,1,2.0,3.0,0.0,1.0,0.0,0.0
2025-26,401810559,2026-02-01,BKN,5175643,Egor Demin,egor demin,15,3,0,1,0,0,1,0.0,4.0,0.0,4.0,3.0,3.0
2025-26,401810559,2026-02-01,BKN,5279130,Nolan Traore,nolan traore,17,5,1,2,0,1,4,2.0,7.0,1.0,3.0,0.0,0.0
2025-26,401810559,2026-02-01,BKN,4431714,Jalen Wilson,jalen wilson,27,8,7,0,0,0,2,2.0,8.0,1.0,3.0,3.0,4.0
2025-26,401810559,2026-02-01,BKN,4432821,E.J. Liddell,e j liddell,10,5,2,0,0,0,0,2.0,4.0,1.0,2.0,0.0,0.0
2025-26,401810559,2026-02-01,BKN,4432194,Day'Ron Sharpe,day ron sharpe,22,8,11,0,0,0,5,2.0,5.0,0.0,0.0,4.0,6.0
2025-26,401810559,2026-02-01,BKN,4397179,Tyrese Martin,tyrese martin,8,0,1,0,0,0,1,0.0,2.0,0.0,2.0,0.0,0.0
2025-26,401810559,2026-02-01,BKN,4432174,Cam Thomas,cam thomas,23,12,3,3,0,0,4,4.0,10.0,3.0,6.0,1.0,1.0
2025-26,401810559,2026-02-01,BKN,5037873,Drake Powell,drake powell,32,12,3,1,0,0,0,3.0,7.0,1.0,3.0,5.0,5.0
2025-26,401810559,2026-02-01,BKN,5242502,Ben Saraf,ben saraf,19,4,1,4,2,0,0,0.0,5.0,0.0,2.0,4.0,6.0
2025-26,401810559,2026-02-01,DET,6440,Tobias Harris,tobias harris,20,11,2,3,1,0,0,2.0,4.0,1.0,2.0,6.0,6.0
2025-26,401810559,2026-02-01,DET,3157465,Duncan Robinson,duncan robinson,22,8,3,1,1,0,0,3.0,8.0,2.0,5.0,0.0,0.0
2025-26,401810559,2026-02-01,DET,4433621,Jalen Duren,jalen duren,24,21,10,3,2,0,0,8.0,12.0,0.0,0.0,5.0,6.0
2025-26,401810559,2026-02-01,DET,4432166,Cade Cunningham,cade cunningham,26,18,4,12,4,3,2,7.0,11.0,1.0,4.0,3.0,7.0
2025-26,401810559,2026-02-01,DET,4684742,Ausar Thompson,ausar thompson,25,9,8,3,3,2,0,4.0,5.0,1.0,1.0,0.0,0.0
2025-26,401810559,2026-02-01,DET,4278562,Paul Reed,paul reed,8,4,4,1,0,0,0,2.0,3.0,0.0,0.0,0.0,0.0
2025-26,401810559,2026-02-01,DET,4432810,Isaiah Stewart,isaiah stewart,21,9,1,1,0,1,1,3.0,6.0,0.0,1.0,3.0,4.0
2025-26,401810559,2026-02-01,DET,4683771,Ronald Holland II,ronald holland,20,6,2,2,2,0,2,3.0,9.0,0.0,5.0,0.0,0.0
2025-26,401810559,2026-02-01,DET,2596112,Javonte Green,javonte green,19,8,3,1,0,0,1,3.0,3.0,2.0,2.0,0.0,0.0
2025-26,401810559,2026-02-01,DET,4432107,Marcus Sasser,marcus sasser,15,10,0,4,3,0,0,4.0,6.0,2.0,4.0,0.0,0.0
2025-26,401810559,2026-02-01,DET,4433218,Jaden Ivey,jaden ivey,21,8,2,1,1,0,0,3.0,9.0,2.0,6.0,0.0,0.0
2025-26,401810559,2026-02-01,DET,5107199,Daniss Jenkins,daniss jenkins,20,18,4,1,0,0,0,6.0,9.0,1.0,2.0,5.0,6.0
2025-26,401810557,2026-02-01,MIL,3064482,Bobby Portis,bobby portis,37,8,12,3,1,0,3,4.0,13.0,0.0,2.0,0.0,0.0
2025-26,401810557,2026-02-01,MIL,3134907,Kyle Kuzma,kyle kuzma,34,16,5,2,1,0,1,5.0,13.0,2.0,4.0,4.0,6.0
2025-26,401810557,2026-02-01,MIL,3133628,Myles Turner,myles turner,26,7,4,1,2,0,2,2.0,8.0,1.0,4.0,2.0,2.0
2025-26,401810557,2026-02-01,MIL,4397475,AJ Green,aj green,29,3,2,1,0,0,0,1.0,5.0,1.0,5.0,0.0,0.0
2025-26,401810557,2026-02-01,MIL,4591725,Ryan Rollins,ryan rollins,36,25,6,7,1,0,3,10.0,16.0,3.0,4.0,2.0,4.0
2025-26,401810557,2026-02-01,MIL,3102533,Thanasis Antetokounmpo,thanasis antetokounmpo,3,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810557,2026-02-01,MIL,4397233,Pete Nance,pete nance,18,7,4,0,0,0,1,3.0,6.0,1.0,3.0,0.0,0.0
2025-26,401810557,2026-02-01,MIL,4277922,Jericho Sims,jericho sims,4,2,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0
2025-26,401810557,2026-02-01,MIL,4066387,Amir Coffey,amir coffey,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810557,2026-02-01,MIL,4277843,Gary Trent Jr.,gary trent,25,9,1,0,0,0,0,2.0,8.0,2.0,7.0,3.0,3.0
2025-26,401810557,2026-02-01,MIL,4432190,Andre Jackson Jr.,andre jackson,8,0,2,0,0,0,0,0.0,5.0,0.0,3.0,0.0,0.0
2025-26,401810557,2026-02-01,MIL,4432809,Cole Anthony,cole anthony,15,2,2,3,0,0,0,1.0,7.0,0.0,2.0,0.0,0.0
2025-26,401810557,2026-02-01,BOS,4065804,Sam Hauser,sam hauser,27,3,1,1,0,0,0,1.0,9.0,1.0,7.0,0.0,0.0
2025-26,401810557,2026-02-01,BOS,4397424,Neemias Queta,neemias queta,31,14,8,4,0,1,2,7.0,10.0,0.0,0.0,0.0,0.0
2025-26,401810557,2026-02-01,BOS,3078576,Derrick White,derrick white,32,17,7,8,1,0,1,6.0,14.0,3.0,7.0,2.0,2.0
2025-26,401810557,2026-02-01,BOS,3917376,Jaylen Brown,jaylen brown,29,30,13,2,1,0,4,12.0,20.0,4.0,6.0,2.0,3.0
2025-26,401810557,2026-02-01,BOS,4066354,Payton Pritchard,payton pritchard,27,7,3,5,0,0,0,2.0,8.0,1.0,4.0,2.0,2.0
2025-26,401810557,2026-02-01,BOS,4687718,Josh Minott,josh minott,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810557,2026-02-01,BOS,4702745,Amari Williams,amari williams,4,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,401810557,2026-02-01,BOS,4277951,Luka Garza,luka garza,13,3,2,0,0,0,0,1.0,2.0,0.0,1.0,1.0,2.0
2025-26,401810557,2026-02-01,BOS,4351851,Anfernee Simons,anfernee simons,25,27,3,1,0,0,0,10.0,18.0,6.0,10.0,1.0,1.0
2025-26,401810557,2026-02-01,BOS,4593841,Baylor Scheierman,baylor scheierman,13,0,4,0,0,0,0,0.0,2.0,0.0,1.0,0.0,0.0
2025-26,401810557,2026-02-01,BOS,4683689,Jordan Walsh,jordan walsh,20,6,5,3,0,1,1,2.0,6.0,0.0,3.0,2.0,3.0
2025-26,401810557,2026-02-01,BOS,5175647,Hugo Gonzalez,hugo gonzalez,17,0,5,0,2,0,1,0.0,3.0,0.0,3.0,0.0,0.0
2025-26,401810560,2026-02-01,CHI,4432822,Isaac Okoro,isaac okoro,25,9,3,0,0,0,2,3.0,7.0,0.0,3.0,3.0,4.0
2025-26,401810560,2026-02-01,CHI,4711294,Matas Buzelis,matas buzelis,21,2,3,2,0,3,3,1.0,7.0,0.0,5.0,0.0,0.0
2025-26,401810560,2026-02-01,CHI,6478,Nikola Vucevic,nikola vucevic,22,12,2,1,1,0,1,5.0,12.0,0.0,3.0,2.0,2.0
2025-26,401810560,2026-02-01,CHI,4395651,Coby White,coby white,30,16,4,3,0,0,4,4.0,13.0,0.0,6.0,8.0,8.0
2025-26,401810560,2026-02-01,CHI,4397002,Ayo Dosunmu,ayo dosunmu,26,10,6,1,0,0,3,3.0,9.0,1.0,4.0,3.0,3.0
2025-26,401810560,2026-02-01,CHI,4431687,Patrick Williams,patrick williams,28,9,10,1,1,1,3,3.0,12.0,0.0,7.0,3.0,4.0
2025-26,401810560,2026-02-01,CHI,4433159,Dalen Terry,dalen terry,28,8,6,3,1,1,1,3.0,7.0,2.0,3.0,0.0,1.0
2025-26,401810560,2026-02-01,CHI,5105553,Julian Phillips,julian phillips,23,10,3,0,1,0,0,3.0,11.0,2.0,5.0,2.0,2.0
2025-26,401810560,2026-02-01,CHI,5091709,Lachlan Olbrich,lachlan olbrich,11,9,4,1,1,1,0,2.0,5.0,1.0,2.0,4.0,6.0
2025-26,401810560,2026-02-01,CHI,5159895,Yuki Kawamura,yuki kawamura,27,6,6,6,0,0,1,1.0,4.0,0.0,3.0,4.0,4.0
2025-26,401810560,2026-02-01,MIA,3059319,Andrew Wiggins,andrew wiggins,24,14,3,4,1,3,0,5.0,12.0,1.0,4.0,3.0,3.0
2025-26,401810560,2026-02-01,MIA,3899664,Simone Fontecchio,simone fontecchio,18,2,7,4,0,0,1,1.0,5.0,0.0,2.0,0.0,0.0
