player,team,prop_type,actual,SOG,G,A,PTS,HIT,BS,PIM,PM,PPP,FOW,TOI
Jamie Drysdale,PHI,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,2.0,7.0,2.0,,,
Dmitry Orlov,SJ,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Shane Pinto,OTT,Plus/Minus,2.0,0.0,1.0,2.0,3.0,,1.0,4.0,2.0,,,
Justin Brazeau,PIT,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,,
Peyton Krebs,BUF,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,,,
Egor Chinakhov,PIT,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,,,
Cam York,PHI,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,1.0,0.0,2.0,,,
Anthony Cirelli,TB,Blocked Shots,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Nicolas Hague,NSH,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Anthony Cirelli,TB,Points,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Anthony Cirelli,TB,Assists,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Conor Geekie,TB,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Brandon Hagel,TB,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Brandon Hagel,TB,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Jake Guentzel,TB,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Rickard Rakell,PIT,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Nick Cousins,OTT,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Fabian Zetterlund,OTT,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Adam Pelech,NYI,PIM,2.0,0.0,0.0,0.0,0.0,,3.0,2.0,0.0,,,
Ryan Pulock,NYI,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Matthew Wood,NSH,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,,
William Eklund,SJ,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Kiefer Sherwood,SJ,PIM,2.0,0.0,0.0,0.0,0.0,,3.0,2.0,0.0,,,
Barclay Goodrow,SJ,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Jake Guentzel,TB,Points,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Collin Graf,SJ,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Scott Sabourin,TB,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Brayden Point,TB,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Tyler Kleven,OTT,Plus/Minus,2.0,0.0,1.0,0.0,1.0,,0.0,17.0,2.0,,,
Brandon Duhaime,WSH,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Egor Chinakhov,PIT,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,,,
Nick Cousins,OTT,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Thomas Chabot,OTT,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Thomas Chabot,OTT,Points,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Kris Letang,PIT,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Rickard Rakell,PIT,Points,2.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Shakir Mukhamadullin,SJ,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Michael Amadio,OTT,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
Anthony Cirelli,TB,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,2.0,0.0,2.0,,,
Christian Dvorak,PHI,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,,,
Carl Grundstrom,PHI,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Ryan McLeod,BUF,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Rasmus Ristolainen,PHI,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Eeli Tolvanen,SEA,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,1.0,,,
Mattias Samuelsson,BUF,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,
Jack Quinn,BUF,PIM,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Beck Malenstyn,BUF,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Garnet Hathaway,PHI,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Luke Glendening,PHI,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,-1.0,,,
Luke Glendening,PHI,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,-1.0,,,
Clayton Keller,UTA,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,,,
Clayton Keller,UTA,Points,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,,,
Logan Cooley,UTA,Goals,2.0,0.0,2.0,0.0,2.0,,2.0,0.0,1.0,,,
Logan Cooley,UTA,Points,2.0,0.0,2.0,0.0,2.0,,2.0,0.0,1.0,,,
Logan Cooley,UTA,Blocked Shots,2.0,0.0,2.0,0.0,2.0,,2.0,0.0,1.0,,,
Jonas Siegenthaler,NJ,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Lawson Crouse,UTA,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,,,
Troy Stecher,TOR,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Michael Carcone,UTA,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,0.0,,,
Morgan Rielly,TOR,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Simon Benoit,TOR,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Brandon Carlo,TOR,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,
John Tavares,TOR,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Trevor van Riemsdyk,WSH,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Matthew Schaefer,NYI,PIM,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,,,
Darren Raddysh,TB,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,,,
Steven Stamkos,NSH,PIM,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,-1.0,,,
Ryan McDonagh,TB,Plus/Minus,2.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Erik Cernak,TB,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Charle-Edouard D'Astous,TB,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,5.0,0.0,,,
Brayden Point,TB,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Brayden Point,TB,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Sean Durzi,UTA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Brenden Dillon,NJ,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,
Brenden Dillon,NJ,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,
Nick DeSimone,UTA,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,3.0,0.0,2.0,,,
Jack McBain,UTA,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Johnathan Kovacevic,NJ,Assists,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Alexander Kerfoot,UTA,Points,2.0,0.0,1.0,1.0,2.0,,3.0,5.0,0.0,,,
Johnathan Kovacevic,NJ,Points,2.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Bo Horvat,NYI,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,1.0,,,
Barrett Hayton,UTA,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Adam Fantilli,CBJ,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Brenden Dillon,NJ,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,,,
Jack Hughes,NJ,PIM,2.0,0.0,3.0,1.0,4.0,,0.0,2.0,1.0,,,
Adam Fantilli,CBJ,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Joel Farabee,CGY,Goals,2.0,0.0,2.0,1.0,3.0,,0.0,0.0,1.0,,,
Adam Klapka,CGY,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Morgan Frost,CGY,Assists,2.0,0.0,1.0,2.0,3.0,,1.0,0.0,1.0,,,
David Pastrnak,BOS,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
Mason Marchment,CBJ,Blocked Shots,2.0,0.0,1.0,1.0,2.0,,2.0,0.0,1.0,,,
Mason Marchment,CBJ,Points,2.0,0.0,1.0,1.0,2.0,,2.0,0.0,1.0,,,
Kirill Marchenko,CBJ,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,,,
Kirill Marchenko,CBJ,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,,,
Lenni Hameenaho,NJ,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Mathieu Olivier,CBJ,Points,2.0,0.0,1.0,1.0,2.0,,0.0,27.0,1.0,,,
Damon Severson,CBJ,Points,2.0,0.0,1.0,1.0,2.0,,0.0,5.0,1.0,,,
Jared McCann,SEA,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-3.0,,,
Teddy Blueger,VAN,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Teddy Blueger,VAN,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Blake Coleman,CGY,Points,2.0,0.0,1.0,1.0,2.0,,2.0,0.0,1.0,,,
Blake Coleman,CGY,Blocked Shots,2.0,0.0,1.0,1.0,2.0,,2.0,0.0,1.0,,,
Connor Zary,CGY,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Ryan Strome,CGY,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
David Pastrnak,BOS,PIM,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
David Pastrnak,BOS,Points,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
Charlie Coyle,CBJ,PIM,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,0.0,,,
John Marino,UTA,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,-1.0,,,
Charlie Coyle,CBJ,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,0.0,,,
Charlie Coyle,CBJ,Points,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,0.0,,,
Kevin Stenlund,UTA,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Brayden Pachal,CGY,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,,,
Dylan Guenther,UTA,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,-1.0,,,
Mark Kastelic,BOS,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Max Sasson,VAN,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,2.0,1.0,,,
Max Sasson,VAN,PIM,2.0,0.0,0.0,1.0,1.0,,2.0,2.0,1.0,,,
Zeev Buium,VAN,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Connor Brown,NJ,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,,,
Connor Brown,NJ,Points,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,,,
Braden Schneider,NYR,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Linus Karlsson,VAN,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Linus Karlsson,VAN,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Jake DeBrusk,VAN,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Jesper Bratt,NJ,Assists,2.0,0.0,1.0,2.0,3.0,,0.0,0.0,0.0,,,
Egor Zamula,CBJ,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Teddy Blueger,VAN,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,0.0,2.0,,,
Andrei Svechnikov,CAR,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
Jordan Staal,CAR,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Andrew Peeke,BOS,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Victor Mancini,VAN,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Mark Scheifele,WPG,Assists,2.0,0.0,1.0,2.0,3.0,,2.0,0.0,1.0,,,
Will Borgen,NYR,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,1.0,,,
Jordan Eberle,SEA,Blocked Shots,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,-2.0,,,
Jordan Eberle,SEA,PIM,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,-2.0,,,
Jordan Eberle,SEA,Assists,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,-2.0,,,
Josh Morrissey,WPG,Points,2.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
Charlie McAvoy,BOS,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Jordan Eberle,SEA,Points,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,-2.0,,,
Alexander Nikishin,CAR,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,0.0,,,
Mike Reilly,CAR,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Vladislav Gavrikov,NYR,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,0.0,,,
Vincent Iorio,NYR,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Nick Bjugstad,NJ,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Tom Willander,VAN,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,,,
Mark Scheifele,WPG,Blocked Shots,2.0,0.0,1.0,2.0,3.0,,2.0,0.0,1.0,,,
Hampus Lindholm,BOS,PIM,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,,,
Lars Eller,OTT,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Oliver Kapanen,MTL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Taylor Raddysh,NYR,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,,,
Vincent Trocheck,NYR,PIM,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Dylan Samberg,WPG,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Seth Jarvis,CAR,Assists,2.0,0.0,1.0,2.0,3.0,,1.0,0.0,2.0,,,
Seth Jarvis,CAR,Plus/Minus,2.0,0.0,1.0,2.0,3.0,,1.0,0.0,2.0,,,
Matty Beniers,SEA,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,-2.0,,,
Joel Edmundson,LA,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Brandt Clarke,LA,Assists,2.0,0.0,0.0,2.0,2.0,,3.0,0.0,2.0,,,
Sebastian Aho,CAR,PIM,2.0,0.0,0.0,3.0,3.0,,0.0,2.0,1.0,,,
Aliaksei Protas,WSH,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,-1.0,,,
Nikita Zadorov,BOS,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Brandt Clarke,LA,Points,2.0,0.0,0.0,2.0,2.0,,3.0,0.0,2.0,,,
Brandt Clarke,LA,Plus/Minus,2.0,0.0,0.0,2.0,2.0,,3.0,0.0,2.0,,,
Shane Pinto,OTT,Assists,2.0,0.0,1.0,2.0,3.0,,1.0,4.0,2.0,,,
Will Cuylle,NYR,PIM,2.0,0.0,1.0,0.0,1.0,,0.0,2.0,1.0,,,
Artemi Panarin,LA,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Juuso Parssinen,NYR,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Juraj Slafkovsky,MTL,Goals,2.0,0.0,2.0,1.0,3.0,,1.0,0.0,1.0,,,
Nick Suzuki,MTL,Assists,2.0,0.0,1.0,2.0,3.0,,0.0,2.0,0.0,,,
Lane Hutson,MTL,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,2.0,,,
Trevor Moore,LA,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,,
Nick Suzuki,MTL,PIM,2.0,0.0,1.0,2.0,3.0,,0.0,2.0,0.0,,,
Kaiden Guhle,MTL,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,-1.0,,,
Kaiden Guhle,MTL,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,-1.0,,,
Arber Xhekaj,MTL,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,,,
Arber Xhekaj,MTL,Plus/Minus,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,,,
Lane Hutson,MTL,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,2.0,,,
Nick Jensen,OTT,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Ethen Frank,WSH,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Brandon Montour,SEA,Blocked Shots,2.0,0.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,,
Brandon Montour,SEA,Goals,1.0,0.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,,
Brandon Montour,SEA,Points,1.0,0.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,,
Jake Sanderson,OTT,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Ethen Frank,WSH,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Jake Sanderson,OTT,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Jordan Spence,OTT,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Jordan Spence,OTT,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Artem Zub,OTT,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Artem Zub,OTT,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Nick Jensen,OTT,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Nick Jensen,OTT,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Tyler Kleven,OTT,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,17.0,2.0,,,
Mattias Samuelsson,BUF,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,
Denver Barkey,PHI,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Alex Tuch,BUF,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Mattias Samuelsson,BUF,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,,,
Zach Metsa,BUF,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
