player,team,prop_type,actual,league,SOT,SH,G,A,SV,PA,KP,TK
Mauro Icardi,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marcus Rashford,BAR,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Ahmed Kutucu,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marcus Rashford,BAR,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Wojciech Szczesny,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Wojciech Szczesny,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Wojciech Szczesny,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Wojciech Szczesny,BAR,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Wojciech Szczesny,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Wojciech Szczesny,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Diego Kochen,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Diego Kochen,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Diego Kochen,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Diego Kochen,BAR,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Diego Kochen,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Wilfried Singo,GAL,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
