espn_player_id,player,pos,team,opp_team,league,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,gp,goals_conceded,goals_conceded_pg,shots_conceded_pg,clean_sheets,wins,draws,losses,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,gp_DEF_1,goals_conceded_DEF_1,goals_conceded_pg_DEF_1,shots_conceded_pg_DEF_1,clean_sheets_DEF_1,wins_DEF_1,draws_DEF_1,losses_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,gp_DEF_2,goals_conceded_DEF_2,goals_conceded_pg_DEF_2,shots_conceded_pg_DEF_2,clean_sheets_DEF_2,wins_DEF_2,draws_DEF_2,losses_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player
301894,Igor Thiago,Attacker,BRENTFORD,WEST HAM,SOCCER,2.5,Shots On Target,shots_on_target,Demon,10362448,10362448,221908,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Thiago.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
127262,Jordan Henderson,Midfielder,BRENTFORD,WEST HAM,SOCCER,2.5,Tackles,tackles,Demon,10362475,10362475,252419,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Jordan Brian Henderson.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
284490,Keane Lewis-Potter,Attacker,BRENTFORD,WEST HAM,SOCCER,2.5,Shots,shots,Demon,10362493,10362493,149891,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/7j36oy8n0tu8ps0haqb4es48a.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
284490,Keane Lewis-Potter,Attacker,BRENTFORD,WEST HAM,SOCCER,2.5,Tackles,tackles,Demon,10362496,10362496,149891,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/7j36oy8n0tu8ps0haqb4es48a.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
310958,Kevin Schade,Midfielder,BRENTFORD,WEST HAM,SOCCER,2.5,Shots,shots,Demon,10362509,10362509,149004,137168,2026-03-09T15:30:00.000-04:00,,,2.0,1,https://static.prizepicks.com/images/players/soccer/1h3mduwlaf89ebwtqxuegsodm.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
310958,Kevin Schade,Midfielder,BRENTFORD,WEST HAM,SOCCER,2.5,Tackles,tackles,Demon,10362514,10362514,149004,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/1h3mduwlaf89ebwtqxuegsodm.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
242705,Konstantinos Mavropanos,Defender,WEST HAM,BRENTFORD,SOCCER,2.5,Tackles,tackles,Demon,10362520,10362520,176412,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/5l8wtw156meo2vrtrgasif6jt.webp,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
206173,Kristoffer Ajer,Defender,BRENTFORD,WEST HAM,SOCCER,2.5,Tackles,tackles,Demon,10362527,10362527,149890,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/32bvxwhceid2xdcfx6cd8a8d1.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
235129,Kyle Walker-Peters,Defender,WEST HAM,BRENTFORD,SOCCER,2.5,Tackles,tackles,Demon,10362535,10362535,252284,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Kyle_Leonardus_Walker-Peters.png,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
356640,Michael Kayode,Defender,BRENTFORD,WEST HAM,SOCCER,2.5,Tackles,tackles,Demon,10362578,10362578,237460,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/471t4engadct4su6thk5r5qtw.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
308932,Mikkel Damsgaard,Midfielder,BRENTFORD,WEST HAM,SOCCER,2.5,Shots,shots,Demon,10362585,10362585,149007,137168,2026-03-09T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/manual/Mikkel Damsgaard.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
368333,Mohamadou Kanté,Midfielder,WEST HAM,BRENTFORD,SOCCER,2.5,Shots,shots,Demon,10362593,10362593,252288,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Mohamadou_Kanté.png,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
279780,Nathan Collins,Defender,BRENTFORD,WEST HAM,SOCCER,2.5,Tackles,tackles,Demon,10362601,10362601,149892,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Nathan_Collins.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
350502,Ollie Scarles,Defender,WEST HAM,BRENTFORD,SOCCER,2.5,Tackles,tackles,Demon,10362608,10362608,231667,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Ollie_Scarles.png,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
230666,Tomás Soucek,Midfielder,WEST HAM,BRENTFORD,SOCCER,2.5,Shots,shots,Demon,10362654,10362654,148565,137168,2026-03-09T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/soccer/6wwagkprtmcadu8p6klcu2uhh.webp,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
230666,Tomás Soucek,Midfielder,WEST HAM,BRENTFORD,SOCCER,2.5,Tackles,tackles,Demon,10362658,10362658,148565,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/6wwagkprtmcadu8p6klcu2uhh.webp,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
342029,Yehor Yarmoliuk,Midfielder,BRENTFORD,WEST HAM,SOCCER,2.5,Tackles,tackles,Demon,10362681,10362681,180226,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Yehor_Yarmoliuk.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
231367,Adama Traoré,Attacker,WEST HAM,BRENTFORD,SOCCER,1.5,Fouls,fouls,Demon,10362356,10362356,297114,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Adama_Traoré.png,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
231367,Adama Traoré,Attacker,WEST HAM,BRENTFORD,SOCCER,1.5,Shots On Target,shots_on_target,Demon,10362364,10362364,297114,137168,2026-03-09T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/manual/Adama_Traoré.png,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
231367,Adama Traoré,Attacker,WEST HAM,BRENTFORD,SOCCER,1.5,Tackles,tackles,Demon,10362365,10362365,297114,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Adama_Traoré.png,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
231718,Axel Disasi,Defender,WEST HAM,BRENTFORD,SOCCER,1.5,Fouls,fouls,Demon,10362369,10362369,298548,137168,2026-03-09T15:30:00.000-04:00,,,,1,,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
231718,Axel Disasi,Defender,WEST HAM,BRENTFORD,SOCCER,1.5,Shots,shots,Demon,10362373,10362373,298548,137168,2026-03-09T15:30:00.000-04:00,,,,2,,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
231718,Axel Disasi,Defender,WEST HAM,BRENTFORD,SOCCER,1.5,Tackles,tackles,Demon,10362375,10362375,298548,137168,2026-03-09T15:30:00.000-04:00,,,,1,,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
275599,Caoimhín Kelleher,Goalkeeper,BRENTFORD,WEST HAM,SOCCER,1.5,Goalie Saves,saves,Goblin,10362389,10362389,252930,137168,2026-03-09T15:30:00.000-04:00,,,3.0,1,https://static.prizepicks.com/images/players/soccer/dpw4s6nbkfcrjlqxxgf9j5yhh.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
315530,Dango Ouattara,Attacker,BRENTFORD,WEST HAM,SOCCER,1.5,Fouls,fouls,Demon,10362402,10362402,254375,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Dango_Aboubacar_Faissal_Ouattara.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
315530,Dango Ouattara,Attacker,BRENTFORD,WEST HAM,SOCCER,1.5,Shots,shots,Goblin,10362408,10362408,254375,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Dango_Aboubacar_Faissal_Ouattara.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
315530,Dango Ouattara,Attacker,BRENTFORD,WEST HAM,SOCCER,1.5,Shots On Target,shots_on_target,Demon,10362409,10362409,254375,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Dango_Aboubacar_Faissal_Ouattara.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
301894,Igor Thiago,Attacker,BRENTFORD,WEST HAM,SOCCER,1.5,Fouls,fouls,Goblin,10362442,10362442,221908,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Thiago.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
301894,Igor Thiago,Attacker,BRENTFORD,WEST HAM,SOCCER,1.5,Goals,goals,Demon,10362444,10362444,221908,137168,2026-03-09T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/manual/Thiago.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
301894,Igor Thiago,Attacker,BRENTFORD,WEST HAM,SOCCER,1.5,Tackles,tackles,Demon,10362451,10362451,221908,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Thiago.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
201089,Jarrod Bowen,Attacker,WEST HAM,BRENTFORD,SOCCER,1.5,Fouls,fouls,Demon,10362453,10362453,148570,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/d542ijpf3j9hdrtt1mfe6vwlx.webp,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
201089,Jarrod Bowen,Attacker,WEST HAM,BRENTFORD,SOCCER,1.5,Shots,shots,Goblin,10362459,10362459,148570,137168,2026-03-09T15:30:00.000-04:00,,,2.0,1,https://static.prizepicks.com/images/players/soccer/d542ijpf3j9hdrtt1mfe6vwlx.webp,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
201089,Jarrod Bowen,Attacker,WEST HAM,BRENTFORD,SOCCER,1.5,Shots On Target,shots_on_target,Demon,10362460,10362460,148570,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/d542ijpf3j9hdrtt1mfe6vwlx.webp,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
201089,Jarrod Bowen,Attacker,WEST HAM,BRENTFORD,SOCCER,1.5,Tackles,tackles,Demon,10362462,10362462,148570,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/d542ijpf3j9hdrtt1mfe6vwlx.webp,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
127262,Jordan Henderson,Midfielder,BRENTFORD,WEST HAM,SOCCER,1.5,Fouls,fouls,Demon,10362469,10362469,252419,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Jordan Brian Henderson.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
127262,Jordan Henderson,Midfielder,BRENTFORD,WEST HAM,SOCCER,1.5,Shots,shots,Demon,10362473,10362473,252419,137168,2026-03-09T15:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/manual/Jordan Brian Henderson.png,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
284490,Keane Lewis-Potter,Attacker,BRENTFORD,WEST HAM,SOCCER,1.5,Fouls,fouls,Demon,10362489,10362489,149891,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/7j36oy8n0tu8ps0haqb4es48a.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
284490,Keane Lewis-Potter,Attacker,BRENTFORD,WEST HAM,SOCCER,1.5,Shots On Target,shots_on_target,Demon,10362495,10362495,149891,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/7j36oy8n0tu8ps0haqb4es48a.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
310958,Kevin Schade,Midfielder,BRENTFORD,WEST HAM,SOCCER,1.5,Shots,shots,Goblin,10362511,10362511,149004,137168,2026-03-09T15:30:00.000-04:00,,,2.0,1,https://static.prizepicks.com/images/players/soccer/1h3mduwlaf89ebwtqxuegsodm.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
310958,Kevin Schade,Midfielder,BRENTFORD,WEST HAM,SOCCER,1.5,Shots On Target,shots_on_target,Demon,10362512,10362512,149004,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/1h3mduwlaf89ebwtqxuegsodm.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
242705,Konstantinos Mavropanos,Defender,WEST HAM,BRENTFORD,SOCCER,1.5,Fouls,fouls,Demon,10362515,10362515,176412,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/5l8wtw156meo2vrtrgasif6jt.webp,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
242705,Konstantinos Mavropanos,Defender,WEST HAM,BRENTFORD,SOCCER,1.5,Shots,shots,Demon,10362518,10362518,176412,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/5l8wtw156meo2vrtrgasif6jt.webp,,,,,OK,28,40.0,1.429,,0,13,0,11,11,Avg,,,,,,,,,,,,,,,,,,,,,,,0
206173,Kristoffer Ajer,Defender,BRENTFORD,WEST HAM,SOCCER,1.5,Fouls,fouls,Demon,10362522,10362522,149890,137168,2026-03-09T15:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/soccer/32bvxwhceid2xdcfx6cd8a8d1.webp,,,,,OK,28,54.0,1.929,,0,6,0,15,19,Weak,,,,,,,,,,,,,,,,,,,,,,,0
