espn_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,league,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player
406775,10444595,10444595,246088,135156,2026-03-12T18:15:00.000-04:00,,,Joaquín Medina,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goals,goals,Demon,,1,https://static.prizepicks.com/images/manual/Joaquín_Medina.png,,,,,OK,0
157500,10444596,10444596,295040,135156,2026-03-12T18:15:00.000-04:00,,,Jonathan Galván,Defender,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
139390,10444597,10444597,247903,135156,2026-03-12T18:15:00.000-04:00,,,José Palomino,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,,,,,,OK,0
139390,10444598,10444598,247903,135156,2026-03-12T18:15:00.000-04:00,,,José Palomino,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Shots,shots,Demon,,1,,,,,,OK,0
139390,10444600,10444600,247903,135156,2026-03-12T18:15:00.000-04:00,,,José Palomino,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
264801,10444601,10444601,236607,135156,2026-03-12T18:15:00.000-04:00,,,Juan Rodríguez,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,https://static.prizepicks.com/images/players/placeholder.png,,,,,OK,0
264801,10444602,10444602,236607,135156,2026-03-12T18:15:00.000-04:00,,,Juan Rodríguez,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,https://static.prizepicks.com/images/players/placeholder.png,,,,,OK,0
131717,10444603,10444603,274083,135156,2026-03-12T18:15:00.000-04:00,,,Juan Méndez,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,,,,,,OK,0
131717,10444605,10444605,274083,135156,2026-03-12T18:15:00.000-04:00,,,Juan Méndez,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
297055,10444606,10444606,296218,135156,2026-03-12T18:15:00.000-04:00,,,Juan Sforza,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,,,,,,OK,0
297055,10444608,10444608,296218,135156,2026-03-12T18:15:00.000-04:00,,,Juan Sforza,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
229641,10444609,10444609,275149,135156,2026-03-12T18:15:00.000-04:00,,,Leonel Mosevich,Defender,INSTITUTO,TALLERES,SOCCER,0.5,Shots,shots,Demon,,1,,,,,,OK,0
402480,10444610,10444610,246089,135156,2026-03-12T18:15:00.000-04:00,,,Lorenzo Albarracín,Attacker,INSTITUTO,TALLERES,SOCCER,0.5,Goals,goals,Demon,,1,https://static.prizepicks.com/images/manual/Lorenzo_Albarracín.png,,,,,OK,0
418050,10444611,10444611,297995,135156,2026-03-12T18:15:00.000-04:00,,,Luca Rafaelli,Attacker,INSTITUTO,TALLERES,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
318333,10444612,10444612,297089,135156,2026-03-12T18:15:00.000-04:00,,,Martín Río,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,,,,,,OK,0
318333,10444613,10444613,297089,135156,2026-03-12T18:15:00.000-04:00,,,Martín Río,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
318333,10444614,10444614,297089,135156,2026-03-12T18:15:00.000-04:00,,,Martín Río,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
307620,10444615,10444615,249010,135156,2026-03-12T18:15:00.000-04:00,,,Mateo Cáceres,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Assists,assists,Demon,,1,,,,,,OK,0
307620,10444616,10444616,249010,135156,2026-03-12T18:15:00.000-04:00,,,Mateo Cáceres,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Shots,shots,Goblin,,1,,,,,,OK,0
307620,10444619,10444619,249010,135156,2026-03-12T18:15:00.000-04:00,,,Mateo Cáceres,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
