player,team,prop_type,actual
Sam Merrill,CLE,Fantasy Score,35.2
Jaylen Brown,BOS,Pts+Rebs,35.0
Cade Cunningham,DET,Pts+Rebs,35.0
Evan Mobley,CLE,Pts+Rebs,35.0
Josh Hart,NY,Fantasy Score,34.8
Myles Turner,MIL,Fantasy Score,34.5
Isaiah Hartenstein,OKC,Fantasy Score,34.5
Jarrett Allen,CLE,Pts+Rebs,34.0
Jalen Brunson,NY,Pts+Rebs,34.0
Scotty Pippen Jr.,MEM,Fantasy Score,34.0
Christian Braun,DEN,Pts+Rebs+Asts,33.0
Christian Braun,DEN,PRA,33.0
Jalen Duren,DET,Points,33.0
Michael Porter Jr.,BKN,Fantasy Score,32.5
Nikola Vucevic,BOS,Pts+Asts,32.0
Taylor Hendricks,MEM,Fantasy Score,32.0
Cade Cunningham,DET,Pts+Asts,32.0
Kyle Kuzma,MIL,Fantasy Score,31.5
Mikal Bridges,NY,Fantasy Score,31.5
Jaylon Tyson,CLE,Fantasy Score,31.5
Dennis Schroder,CLE,Fantasy Score,31.2
Nikola Jokic,DEN,Rebs+Asts,31.0
Christian Braun,DEN,Pts+Rebs,31.0
Karl-Anthony Towns,NY,PRA,31.0
Thomas Bryant,CLE,Fantasy Score,31.0
Ausar Thompson,DET,Pts+Rebs+Asts,31.0
Karl-Anthony Towns,NY,Pts+Rebs+Asts,31.0
Jaylen Wells,MEM,Fantasy Score,31.0
Ausar Thompson,DET,PRA,31.0
Landry Shamet,NY,Fantasy Score,30.5
Baylor Scheierman,BOS,Fantasy Score,30.2
Cam Spencer,MEM,Pts+Rebs+Asts,30.0
Cam Spencer,MEM,PRA,30.0
OG Anunoby,NY,PRA,30.0
Karl-Anthony Towns,NY,Pts+Rebs,30.0
Jalen Brunson,NY,Pts+Asts,30.0
OG Anunoby,NY,Pts+Rebs+Asts,30.0
Jaylin Williams,OKC,Fantasy Score,29.8
Jarrett Allen,CLE,Pts+Asts,29.0
Shai Gilgeous-Alexander,OKC,FG Attempted,29.0
Tim Hardaway Jr.,DEN,Fantasy Score,28.0
Brandon Williams,DAL,Pts+Rebs+Asts,28.0
Jaylen Brown,BOS,Points,28.0
Nikola Vucevic,BOS,Points,28.0
Brandon Williams,DAL,PRA,28.0
Cam Spencer,MEM,Pts+Asts,28.0
Cason Wallace,OKC,Fantasy Score,28.0
Daniel Gafford,DAL,Fantasy Score,27.8
Payton Pritchard,BOS,PRA,27.0
Payton Pritchard,BOS,Pts+Rebs+Asts,27.0
Payton Pritchard,BOS,Pts+Asts,27.0
OG Anunoby,NY,Pts+Rebs,27.0
OG Anunoby,NY,Pts+Asts,27.0
Danny Wolf,BKN,Fantasy Score,27.0
Kevin Porter Jr.,MIL,PRA,27.0
Jalen Brunson,NY,Points,27.0
Olivier-Maxence Prosper,MEM,PRA,27.0
Olivier-Maxence Prosper,MEM,Pts+Rebs+Asts,27.0
Kevin Porter Jr.,MIL,Pts+Rebs+Asts,27.0
Ryan Rollins,MIL,Fantasy Score,27.0
Cam Spencer,MEM,Pts+Rebs,27.0
Walter Clayton Jr.,MEM,Fantasy Score,26.5
Nolan Traore,BKN,Fantasy Score,26.0
Olivier-Maxence Prosper,MEM,Pts+Rebs,26.0
Jamal Murray,DEN,FG Attempted,26.0
Ausar Thompson,DET,Pts+Rebs,26.0
Shai Gilgeous-Alexander,OKC,Two Pointers Attempted,26.0
AJ Johnson,DAL,Fantasy Score,25.8
GG Jackson,MEM,Fantasy Score,25.8
Miles Kelly,DAL,Fantasy Score,25.2
Myles Turner,MIL,PRA,25.0
Myles Turner,MIL,Pts+Rebs+Asts,25.0
Cam Spencer,MEM,Points,25.0
Javon Small,MEM,Fantasy Score,25.0
Dwight Powell,DAL,Pts+Rebs+Asts,25.0
Dwight Powell,DAL,PRA,25.0
Nikola Jokic,DEN,FG Attempted,25.0
Cade Cunningham,DET,Points,25.0
Christian Braun,DEN,Pts+Asts,25.0
Jarrett Allen,CLE,Points,25.0
Sam Hauser,BOS,Fantasy Score,24.8
Jared McCain,OKC,Fantasy Score,24.5
OG Anunoby,NY,Points,24.0
Evan Mobley,CLE,Pts+Asts,24.0
Isaiah Joe,OKC,Fantasy Score,24.0
Sam Merrill,CLE,Pts+Rebs+Asts,24.0
Sam Merrill,CLE,PRA,24.0
Nic Claxton,BKN,Fantasy Score,24.0
Chet Holmgren,OKC,Rebs+Asts,24.0
Dwight Powell,DAL,Pts+Rebs,24.0
Brandon Williams,DAL,Pts+Rebs,24.0
Alex Caruso,OKC,Fantasy Score,23.8
Cameron Johnson,DEN,Fantasy Score,23.5
Nikola Jokic,DEN,Points,23.0
Kyle Kuzma,MIL,Pts+Rebs+Asts,23.0
Evan Mobley,CLE,Points,23.0
Myles Turner,MIL,Pts+Rebs,23.0
Sam Merrill,CLE,Pts+Asts,23.0
Christian Braun,DEN,Points,23.0
Kyle Kuzma,MIL,PRA,23.0
Ausar Thompson,DET,Pts+Asts,23.0
Noah Clowney,BKN,Fantasy Score,22.2
Max Christie,DAL,Fantasy Score,22.2
Derrick White,BOS,Pts+Rebs+Asts,22.0
Derrick White,BOS,PRA,22.0
Josh Hart,NY,Pts+Rebs+Asts,22.0
Isaiah Hartenstein,OKC,PRA,22.0
Isaiah Hartenstein,OKC,Pts+Rebs+Asts,22.0
Josh Hart,NY,PRA,22.0
Payton Pritchard,BOS,Points,22.0
Dennis Schroder,CLE,PRA,22.0
Michael Porter Jr.,BKN,PRA,22.0
Michael Porter Jr.,BKN,Pts+Rebs+Asts,22.0
Thomas Bryant,CLE,PRA,22.0
Thomas Bryant,CLE,Pts+Rebs+Asts,22.0
Payton Pritchard,BOS,Pts+Rebs,22.0
Dennis Schroder,CLE,Pts+Rebs+Asts,22.0
Khris Middleton,DAL,Fantasy Score,21.8
Mohamed Diawara,NY,Fantasy Score,21.8
Kyle Kuzma,MIL,Pts+Rebs,21.0
Tobias Harris,DET,PRA,21.0
Thomas Bryant,CLE,Pts+Rebs,21.0
Myles Turner,MIL,Pts+Asts,21.0
Sam Merrill,CLE,Pts+Rebs,21.0
Kevin Porter Jr.,MIL,Pts+Asts,21.0
Tobias Harris,DET,Pts+Rebs+Asts,21.0
Ryan Rollins,MIL,Pts+Rebs+Asts,21.0
Craig Porter Jr.,CLE,Pts+Rebs+Asts,21.0
Craig Porter Jr.,CLE,PRA,21.0
Dennis Schroder,CLE,Pts+Asts,21.0
Bobby Portis,MIL,Fantasy Score,21.0
Chet Holmgren,OKC,Rebounds,21.0
Taylor Hendricks,MEM,Pts+Rebs+Asts,21.0
Ryan Rollins,MIL,PRA,21.0
Cade Cunningham,DET,FG Attempted,21.0
Taylor Hendricks,MEM,PRA,21.0
Ronald Holland II,DET,Fantasy Score,20.8
Jaylon Tyson,CLE,PRA,20.0
Sam Merrill,CLE,Points,20.0
Jaylin Williams,OKC,Pts+Rebs+Asts,20.0
Michael Porter Jr.,BKN,Pts+Rebs,20.0
Jaylin Williams,OKC,PRA,20.0
Scotty Pippen Jr.,MEM,PRA,20.0
Scotty Pippen Jr.,MEM,Pts+Rebs+Asts,20.0
Jaylon Tyson,CLE,Pts+Rebs+Asts,20.0
Brandon Williams,DAL,Pts+Asts,20.0
Michael Porter Jr.,BKN,Pts+Asts,20.0
Moussa Cisse,DAL,Fantasy Score,19.5
Jose Alvarado,NY,Fantasy Score,19.5
Luguentz Dort,OKC,Fantasy Score,19.5
AJ Johnson,DAL,Pts+Rebs+Asts,19.0
GG Jackson,MEM,PRA,19.0
Jalen Duren,DET,FG Attempted,19.0
Jaylon Tyson,CLE,Pts+Rebs,19.0
Daniel Gafford,DAL,Pts+Rebs,19.0
AJ Johnson,DAL,PRA,19.0
Daniel Gafford,DAL,Pts+Rebs+Asts,19.0
Daniel Gafford,DAL,PRA,19.0
Jaylen Wells,MEM,Pts+Rebs+Asts,19.0
Danny Wolf,BKN,Pts+Rebs+Asts,19.0
Danny Wolf,BKN,PRA,19.0
Chet Holmgren,OKC,Defensive Rebounds,19.0
GG Jackson,MEM,Pts+Rebs+Asts,19.0
Tim Hardaway Jr.,DEN,PRA,19.0
Tim Hardaway Jr.,DEN,Pts+Rebs+Asts,19.0
Baylor Scheierman,BOS,PRA,19.0
Baylor Scheierman,BOS,Pts+Rebs+Asts,19.0
Derrick White,BOS,Pts+Asts,19.0
Taylor Hendricks,MEM,Pts+Rebs,19.0
Jalen Duren,DET,Rebs+Asts,19.0
Kyle Kuzma,MIL,Pts+Asts,19.0
Jalen Duren,DET,Two Pointers Attempted,19.0
Jaylen Wells,MEM,PRA,19.0
Myles Turner,MIL,Points,19.0
Rayan Rupert,MEM,Fantasy Score,18.2
Chet Holmgren,OKC,Pts+Asts,18.0
Walter Clayton Jr.,MEM,Pts+Rebs+Asts,18.0
Nic Claxton,BKN,PRA,18.0
Max Christie,DAL,Pts+Rebs+Asts,18.0
Miles Kelly,DAL,PRA,18.0
Miles Kelly,DAL,Pts+Rebs+Asts,18.0
Ausar Thompson,DET,Points,18.0
Nic Claxton,BKN,Pts+Rebs+Asts,18.0
Javon Small,MEM,PRA,18.0
Scotty Pippen Jr.,MEM,Pts+Asts,18.0
Danny Wolf,BKN,Pts+Rebs,18.0
Christian Braun,DEN,FG Attempted,18.0
Karl-Anthony Towns,NY,Pts+Asts,18.0
Landry Shamet,NY,Pts+Rebs+Asts,18.0
Landry Shamet,NY,PRA,18.0
Hugo Gonzalez,BOS,Fantasy Score,18.0
Tim Hardaway Jr.,DEN,Pts+Rebs,18.0
Sam Hauser,BOS,Pts+Rebs+Asts,18.0
Sam Hauser,BOS,PRA,18.0
Landry Shamet,NY,Pts+Asts,18.0
Max Christie,DAL,PRA,18.0
Walter Clayton Jr.,MEM,PRA,18.0
Cade Cunningham,DET,Two Pointers Attempted,18.0
Michael Porter Jr.,BKN,Points,18.0
Javon Small,MEM,Pts+Rebs+Asts,18.0
Bruce Brown,DEN,Fantasy Score,17.8
Neemias Queta,BOS,Fantasy Score,17.5
Duncan Robinson,DET,Fantasy Score,17.5
Jahmai Mashack,MEM,Fantasy Score,17.2
Olivier-Maxence Prosper,MEM,Pts+Asts,17.0
Cade Cunningham,DET,Rebs+Asts,17.0
Kyle Kuzma,MIL,Points,17.0
Josh Hart,NY,Pts+Asts,17.0
Josh Hart,NY,Pts+Rebs,17.0
Tim Hardaway Jr.,DEN,Pts+Asts,17.0
Craig Porter Jr.,CLE,Pts+Asts,17.0
Jaylin Williams,OKC,Pts+Rebs,17.0
Jared McCain,OKC,PRA,17.0
Isaiah Hartenstein,OKC,Pts+Rebs,17.0
Jalen Brunson,NY,FG Attempted,17.0
Karl-Anthony Towns,NY,Points,17.0
Jared McCain,OKC,Pts+Rebs+Asts,17.0
Ryan Rollins,MIL,Pts+Rebs,17.0
Nikola Jokic,DEN,Rebounds,17.0
Nolan Traore,BKN,Pts+Rebs+Asts,17.0
Cason Wallace,OKC,PRA,17.0
Danny Wolf,BKN,Pts+Asts,17.0
Scotty Pippen Jr.,MEM,Pts+Rebs,17.0
Kevin Porter Jr.,MIL,Pts+Rebs,17.0
Cason Wallace,OKC,Pts+Rebs+Asts,17.0
Ryan Rollins,MIL,Pts+Asts,17.0
Nolan Traore,BKN,PRA,17.0
Sam Hauser,BOS,Pts+Rebs,16.0
Craig Porter Jr.,CLE,Rebs+Asts,16.0
Baylor Scheierman,BOS,Pts+Asts,16.0
Jaylen Brown,BOS,Rebs+Asts,16.0
Mikal Bridges,NY,PRA,16.0
Mikal Bridges,NY,Pts+Asts,16.0
Tim Hardaway Jr.,DEN,Points,16.0
Mikal Bridges,NY,Pts+Rebs+Asts,16.0
Bobby Portis,MIL,Pts+Rebs,16.0
Jaylen Wells,MEM,Pts+Rebs,16.0
Olivier-Maxence Prosper,MEM,Points,16.0
Bobby Portis,MIL,Pts+Rebs+Asts,16.0
Kevin Porter Jr.,MIL,Rebs+Asts,16.0
Danny Wolf,BKN,Points,16.0
Jose Alvarado,NY,Pts+Rebs+Asts,16.0
Jose Alvarado,NY,PRA,16.0
Tobias Harris,DET,Pts+Rebs,16.0
Bobby Portis,MIL,PRA,16.0
Jalen Duren,DET,Rebounds,16.0
Tobias Harris,DET,Pts+Asts,16.0
GG Jackson,MEM,Pts+Asts,16.0
Cam Spencer,MEM,FG Attempted,16.0
Nic Claxton,BKN,Pts+Rebs,16.0
Jaylon Tyson,CLE,Pts+Asts,16.0
Walter Clayton Jr.,MEM,Pts+Asts,16.0
Brandon Williams,DAL,Points,16.0
Moussa Cisse,DAL,Pts+Rebs+Asts,16.0
Max Christie,DAL,Pts+Rebs,16.0
Moussa Cisse,DAL,PRA,16.0
Moussa Cisse,DAL,Pts+Rebs,16.0
AJ Johnson,DAL,Pts+Asts,16.0
Cameron Johnson,DEN,Pts+Rebs+Asts,16.0
Cameron Johnson,DEN,PRA,16.0
Isaiah Joe,OKC,Pts+Rebs+Asts,16.0
Isaiah Joe,OKC,PRA,16.0
Jared McCain,OKC,Pts+Rebs,16.0
Jared McCain,OKC,Pts+Asts,15.0
Dennis Schroder,CLE,FG Attempted,15.0
Derrick White,BOS,Pts+Rebs,15.0
Paul Reed,DET,Fantasy Score,15.0
AJ Johnson,DAL,Pts+Rebs,15.0
Cameron Johnson,DEN,Pts+Rebs,15.0
Ronald Holland II,DET,PRA,15.0
Ronald Holland II,DET,Pts+Rebs+Asts,15.0
Jaylin Williams,OKC,Pts+Asts,15.0
Landry Shamet,NY,Points,15.0
Mohamed Diawara,NY,Pts+Rebs+Asts,15.0
Mohamed Diawara,NY,PRA,15.0
Sam Hauser,BOS,Pts+Asts,15.0
Ronald Holland II,DET,Pts+Rebs,15.0
Landry Shamet,NY,Pts+Rebs,15.0
Max Christie,DAL,Pts+Asts,15.0
Chet Holmgren,OKC,Points,15.0
Jalen Duren,DET,Free Throws Attempted,15.0
Evan Mobley,CLE,FG Attempted,15.0
Nikola Vucevic,BOS,Rebs+Asts,15.0
Jaylen Wells,MEM,Pts+Asts,15.0
Nikola Jokic,DEN,Two Pointers Attempted,15.0
Nikola Jokic,DEN,Defensive Rebounds,15.0
Jaylon Tyson,CLE,Points,15.0
GG Jackson,MEM,Pts+Rebs,15.0
Scotty Pippen Jr.,MEM,Points,15.0
Noah Clowney,BKN,PRA,15.0
Nolan Traore,BKN,Pts+Asts,15.0
Luguentz Dort,OKC,PRA,15.0
Noah Clowney,BKN,Pts+Rebs+Asts,15.0
Luguentz Dort,OKC,Pts+Rebs+Asts,15.0
Grant Nelson,BKN,Fantasy Score,14.5
Mitchell Robinson,NY,Fantasy Score,14.2
Terance Mann,BKN,Fantasy Score,14.2
Sam Merrill,CLE,FG Attempted,14.0
Nikola Jokic,DEN,Assists,14.0
Isaiah Hartenstein,OKC,Pts+Asts,14.0
Dwight Powell,DAL,Pts+Asts,14.0
Brandon Williams,DAL,FG Attempted,14.0
Karl-Anthony Towns,NY,Rebs+Asts,14.0
Miles Kelly,DAL,Pts+Rebs,14.0
Alex Caruso,OKC,Pts+Rebs+Asts,14.0
Alex Caruso,OKC,PRA,14.0
Thomas Bryant,CLE,Pts+Asts,14.0
Bobby Portis,MIL,Pts+Asts,14.0
Cason Wallace,OKC,Pts+Rebs,14.0
Jamal Murray,DEN,Rebs+Asts,14.0
Bobby Portis,MIL,Points,14.0
Daniel Gafford,DAL,Points,14.0
Khris Middleton,DAL,Pts+Rebs+Asts,14.0
Khris Middleton,DAL,PRA,14.0
Jared McCain,OKC,Points,14.0
Nic Claxton,BKN,Pts+Asts,14.0
Javon Small,MEM,Pts+Asts,14.0
Luguentz Dort,OKC,Pts+Rebs,14.0
Daniel Gafford,DAL,Pts+Asts,14.0
Karl-Anthony Towns,NY,FG Attempted,13.0
Miles Kelly,DAL,Pts+Asts,13.0
Dennis Schroder,CLE,Pts+Rebs,13.0
Alex Caruso,OKC,Pts+Rebs,13.0
Thomas Bryant,CLE,Points,13.0
Jamal Murray,DEN,3-PT Attempted,13.0
Isaiah Hartenstein,OKC,Rebs+Asts,13.0
Walter Clayton Jr.,MEM,Pts+Rebs,13.0
Noah Clowney,BKN,Pts+Rebs,13.0
Nikola Vucevic,BOS,FG Attempted,13.0
Jarrett Allen,CLE,Rebs+Asts,13.0
Taylor Hendricks,MEM,Pts+Asts,13.0
Isaiah Joe,OKC,Pts+Rebs,13.0
Jamal Murray,DEN,Two Pointers Attempted,13.0
Javon Small,MEM,Pts+Rebs,13.0
Cam Thomas,MIL,Fantasy Score,13.0
Cason Wallace,OKC,Pts+Asts,13.0
Ryan Rollins,MIL,Points,13.0
Khris Middleton,DAL,Pts+Asts,13.0
Tobias Harris,DET,FG Attempted,13.0
Sam Hauser,BOS,Points,13.0
AJ Johnson,DAL,FG Attempted,13.0
Ausar Thompson,DET,Rebs+Asts,13.0
Dennis Schroder,CLE,Two Pointers Attempted,13.0
Evan Mobley,CLE,Rebs+Asts,13.0
Shai Gilgeous-Alexander,OKC,Free Throws Attempted,13.0
Max Christie,DAL,Points,13.0
Dwight Powell,DAL,Points,13.0
Mohamed Diawara,NY,Pts+Rebs,13.0
Tyus Jones,DAL,Fantasy Score,13.0
Baylor Scheierman,BOS,Pts+Rebs,13.0
Karl-Anthony Towns,NY,Rebounds,13.0
Alex Caruso,OKC,Pts+Asts,13.0
Day'Ron Sharpe,BKN,Fantasy Score,12.2
Jarrett Allen,CLE,FG Attempted,12.0
Tim Hardaway Jr.,DEN,FG Attempted,12.0
Shai Gilgeous-Alexander,OKC,Rebs+Asts,12.0
Mohamed Diawara,NY,Pts+Asts,12.0
Karl-Anthony Towns,NY,Two Pointers Attempted,12.0
Alex Caruso,OKC,Points,12.0
Naji Marshall,DAL,Fantasy Score,12.0
Craig Porter Jr.,CLE,Assists,12.0
Max Christie,DAL,FG Attempted,12.0
Brandon Williams,DAL,Rebs+Asts,12.0
Dwight Powell,DAL,Rebs+Asts,12.0
AJ Johnson,DAL,Points,12.0
Josh Hart,NY,Points,12.0
Ronald Holland II,DET,Pts+Asts,12.0
Jaylen Wells,MEM,Points,12.0
Nic Claxton,BKN,Points,12.0
Isaiah Joe,OKC,Pts+Asts,12.0
Thomas Bryant,CLE,FG Attempted,12.0
Jamal Murray,DEN,FG Made,12.0
Dennis Schroder,CLE,Points,12.0
Jarrett Allen,CLE,Two Pointers Attempted,12.0
Derrick White,BOS,Points,12.0
Shai Gilgeous-Alexander,OKC,Free Throws Made,12.0
Evan Mobley,CLE,Defensive Rebounds,12.0
Jaylen Brown,BOS,FG Attempted,12.0
Ronald Holland II,DET,Points,12.0
Payton Pritchard,BOS,FG Attempted,12.0
Noah Clowney,BKN,Pts+Asts,12.0
Shai Gilgeous-Alexander,OKC,Two Pointers Made,12.0
Shai Gilgeous-Alexander,OKC,FG Made,12.0
Jahmai Mashack,MEM,Pts+Rebs+Asts,12.0
GG Jackson,MEM,Points,12.0
Danny Wolf,BKN,FG Attempted,12.0
Rayan Rupert,MEM,Pts+Rebs+Asts,12.0
Duncan Robinson,DET,Pts+Rebs+Asts,12.0
Duncan Robinson,DET,PRA,12.0
Rayan Rupert,MEM,PRA,12.0
Michael Porter Jr.,BKN,FG Attempted,12.0
Kevin Porter Jr.,MIL,FG Attempted,12.0
Terance Mann,BKN,Pts+Rebs+Asts,12.0
Jaylin Williams,OKC,Points,12.0
Terance Mann,BKN,PRA,12.0
Jose Alvarado,NY,Pts+Asts,12.0
Evan Mobley,CLE,Rebounds,12.0
Jahmai Mashack,MEM,PRA,12.0
Scotty Pippen Jr.,MEM,FG Attempted,12.0
Ochai Agbaji,BKN,Fantasy Score,11.8
Josh Minott,BKN,Fantasy Score,11.5
Luka Garza,BOS,Fantasy Score,11.2
Paul Reed,DET,PRA,11.0
Bruce Brown,DEN,Pts+Rebs+Asts,11.0
Bruce Brown,DEN,PRA,11.0
Neemias Queta,BOS,PRA,11.0
Hugo Gonzalez,BOS,PRA,11.0
Hugo Gonzalez,BOS,Pts+Rebs+Asts,11.0
Jose Alvarado,NY,Pts+Rebs,11.0
Tobias Harris,DET,Points,11.0
Nikola Vucevic,BOS,Rebounds,11.0
Jalen Duren,DET,Two Pointers Made,11.0
Walter Clayton Jr.,MEM,Points,11.0
Jahmai Mashack,MEM,Pts+Rebs,11.0
Jalen Duren,DET,FG Made,11.0
Jalen Duren,DET,Free Throws Made,11.0
Taylor Hendricks,MEM,Points,11.0
Cade Cunningham,DET,Two Pointers Made,11.0
Cade Cunningham,DET,FG Made,11.0
Khris Middleton,DAL,Pts+Rebs,11.0
Kevin Porter Jr.,MIL,Points,11.0
Terance Mann,BKN,Pts+Asts,11.0
Paul Reed,DET,Pts+Rebs+Asts,11.0
Alex Caruso,OKC,FG Attempted,11.0
Miles Kelly,DAL,FG Attempted,11.0
Josh Hart,NY,FG Attempted,11.0
Brandon Williams,DAL,Two Pointers Attempted,11.0
Neemias Queta,BOS,Pts+Rebs+Asts,11.0
Jalen Brunson,NY,Two Pointers Attempted,11.0
Dwight Powell,DAL,Rebounds,11.0
Jalen Brunson,NY,FG Made,11.0
Josh Minott,BKN,Pts+Rebs,11.0
Josh Minott,BKN,Pts+Rebs+Asts,11.0
Josh Minott,BKN,PRA,11.0
Olivier-Maxence Prosper,MEM,Rebs+Asts,11.0
Kyle Kuzma,MIL,FG Attempted,11.0
Daniss Jenkins,DET,Fantasy Score,10.8
Dennis Schroder,CLE,Rebs+Asts,10.0
Mikal Bridges,NY,Pts+Rebs,10.0
Ochai Agbaji,BKN,PRA,10.0
Ochai Agbaji,BKN,Pts+Rebs+Asts,10.0
Jalen Brunson,NY,Rebs+Asts,10.0
Mohamed Diawara,NY,Points,10.0
Mikal Bridges,NY,Points,10.0
Hugo Gonzalez,BOS,Pts+Rebs,10.0
Neemias Queta,BOS,Pts+Rebs,10.0
Tyus Jones,DAL,Pts+Asts,10.0
Jaylen Brown,BOS,Free Throws Attempted,10.0
Nikola Vucevic,BOS,Defensive Rebounds,10.0
Baylor Scheierman,BOS,Points,10.0
Derrick White,BOS,Rebs+Asts,10.0
OG Anunoby,NY,FG Attempted,10.0
Jarrett Allen,CLE,FG Made,10.0
Bruce Brown,DEN,Pts+Rebs,10.0
Paul Reed,DET,Pts+Rebs,10.0
Karl-Anthony Towns,NY,Defensive Rebounds,10.0
Josh Hart,NY,Rebs+Asts,10.0
Tyus Jones,DAL,PRA,10.0
Tyus Jones,DAL,Pts+Rebs+Asts,10.0
Sam Merrill,CLE,3-PT Attempted,10.0
Day'Ron Sharpe,BKN,Pts+Rebs+Asts,10.0
Kevin Porter Jr.,MIL,Assists,10.0
Day'Ron Sharpe,BKN,PRA,10.0
Olivier-Maxence Prosper,MEM,Defensive Rebounds,10.0
Olivier-Maxence Prosper,MEM,FG Attempted,10.0
Olivier-Maxence Prosper,MEM,Rebounds,10.0
Cam Thomas,MIL,PRA,10.0
Cam Thomas,MIL,Pts+Rebs+Asts,10.0
Rayan Rupert,MEM,Pts+Rebs,10.0
Khris Middleton,DAL,Points,10.0
Tobias Harris,DET,Rebs+Asts,10.0
Daniss Jenkins,DET,Pts+Rebs+Asts,10.0
Nikola Jokic,DEN,3-PT Attempted,10.0
Ausar Thompson,DET,Two Pointers Attempted,10.0
Ausar Thompson,DET,FG Attempted,10.0
Daniss Jenkins,DET,PRA,10.0
Christian Braun,DEN,Rebs+Asts,10.0
AJ Green,MIL,Fantasy Score,10.0
Daniss Jenkins,DET,FG Attempted,10.0
Christian Braun,DEN,3-PT Attempted,10.0
Kevin Porter Jr.,MIL,Two Pointers Attempted,10.0
Jaylen Wells,MEM,FG Attempted,10.0
Jamal Murray,DEN,Free Throws Attempted,10.0
Cason Wallace,OKC,FG Attempted,10.0
Duncan Robinson,DET,Pts+Rebs,10.0
Duncan Robinson,DET,Pts+Asts,10.0
Cade Cunningham,DET,Rebounds,10.0
Walter Clayton Jr.,MEM,FG Attempted,10.0
Noah Clowney,BKN,Points,10.0
Nolan Traore,BKN,Pts+Rebs,10.0
Cason Wallace,OKC,Points,10.0
Jaylon Tyson,CLE,FG Attempted,10.0
Nikola Vucevic,BOS,Two Pointers Attempted,10.0
Taylor Hendricks,MEM,Rebs+Asts,10.0
Jarrett Allen,CLE,Two Pointers Made,10.0
Jonas Valanciunas,DEN,Fantasy Score,9.5
Jordan Walsh,BOS,Fantasy Score,9.2
Evan Mobley,CLE,FG Made,9.0
Nolan Traore,BKN,FG Attempted,9.0
Cam Spencer,MEM,FG Made,9.0
Javon Small,MEM,Rebs+Asts,9.0
Thomas Bryant,CLE,Two Pointers Attempted,9.0
Jordan Walsh,BOS,Pts+Rebs,9.0
Jordan Walsh,BOS,PRA,9.0
Jordan Walsh,BOS,Pts+Rebs+Asts,9.0
Jarrett Allen,CLE,Rebounds,9.0
Hugo Gonzalez,BOS,Pts+Asts,9.0
