projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,image_url,pos,pp_away_team,prop_type,line,pick_type,team,opp_team,pp_home_team
10110848,10110848,303067,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley + Victor Wembanyama,https://static.prizepicks.com/images/players/CMBO_group_vZXHUdJHHt03NuCfKAX9TYX4.webp,G,,Points (Combo),39.5,Standard,TOR/SAS,,
10110840,10110840,303060,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram + De'Aaron Fox,https://static.prizepicks.com/images/players/CMBO_group_8WZh9jx9mjuALn0HD0RRSHkR.webp,F,,Points (Combo),38.5,Standard,TOR/SAS,,
10103844,10103844,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Rebs+Asts,38.0,Standard,SAS,,
10110844,10110844,303064,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram + Stephon Castle,https://static.prizepicks.com/images/players/CMBO_group_x788pEQjfC3joEL9n3x1FdDF.webp,F,,Points (Combo),37.5,Standard,TOR/SAS,,
10116216,10116216,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Fantasy Score,37.0,Standard,TOR,,
10109088,10109088,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs+Asts,36.5,Demon,TOR,,
10109390,10109390,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Rebs+Asts,36.5,Goblin,SAS,,
10109349,10109349,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Pts+Rebs+Asts,35.5,Demon,TOR,,
10113860,10113860,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Rebs+Asts,35.5,Goblin,SAS,,
10103843,10103843,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Rebs,35.0,Standard,SAS,,
10103840,10103840,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Points,34.5,Demon,SAS,,
10108084,10108084,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Pts+Rebs+Asts,34.5,Demon,SAS,,
10108146,10108146,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Rebs+Asts,34.5,Demon,SAS,,
10108152,10108152,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Asts,34.5,Demon,SAS,,
10108157,10108157,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Rebs+Asts,34.5,Goblin,SAS,,
10109089,10109089,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs+Asts,34.5,Demon,TOR,,
10109619,10109619,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Asts,34.5,Demon,TOR,,
10109621,10109621,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs,34.5,Demon,TOR,,
10109642,10109642,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Rebs,34.5,Demon,TOR,,
10109648,10109648,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Pts+Rebs,34.5,Demon,TOR,,
10110847,10110847,303066,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett + De'Aaron Fox,https://static.prizepicks.com/images/players/CMBO_group_metmF45IlZwavSp2KHqaEC5S.webp,F-G,,Points (Combo),34.5,Standard,TOR/SAS,,
10109348,10109348,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Pts+Rebs+Asts,33.5,Demon,TOR,,
10110810,10110810,303056,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett + Stephon Castle,https://static.prizepicks.com/images/players/CMBO_group_uAAhY3ZnNLgv14nTtk6DSET7.webp,F-G,,Points (Combo),33.5,Standard,TOR/SAS,,
10113859,10113859,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Rebs,33.5,Goblin,SAS,,
10116226,10116226,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Fantasy Score,33.5,Standard,SAS,,
10110849,10110849,303068,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley + De'Aaron Fox,https://static.prizepicks.com/images/players/CMBO_group_LfSb83vMC4kIVBbmYqQo0osl.webp,G,,Points (Combo),32.5,Standard,TOR/SAS,,
10116221,10116221,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Fantasy Score,32.0,Standard,TOR,,
10108884,10108884,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs+Asts,31.5,Standard,TOR,,
10109320,10109320,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Rebs+Asts,31.5,Demon,TOR,,
10109374,10109374,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Rebs+Asts,31.5,Demon,SAS,,
10108945,10108945,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Pts+Rebs+Asts,30.5,Standard,TOR,,
10109091,10109091,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs+Asts,30.5,Goblin,TOR,,
10109110,10109110,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Pts+Rebs+Asts,30.5,Demon,SAS,,
10109187,10109187,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Pts+Rebs+Asts,30.5,Demon,TOR,,
10109494,10109494,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Rebs+Asts,30.5,Demon,TOR,,
10116217,10116217,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Fantasy Score,30.5,Standard,SAS,,
10116224,10116224,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Fantasy Score,30.5,Standard,TOR,,
10103964,10103964,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Points,29.5,Demon,SAS,,
10108078,10108078,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Pts+Asts,29.5,Demon,SAS,,
10108081,10108081,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Pts+Rebs,29.5,Demon,SAS,,
10108083,10108083,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Pts+Rebs+Asts,29.5,Demon,SAS,,
10108141,10108141,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Asts,29.5,Demon,SAS,,
10108143,10108143,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Rebs,29.5,Demon,SAS,,
10108145,10108145,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Rebs+Asts,29.5,Demon,SAS,,
10108151,10108151,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Asts,29.5,Demon,SAS,,
10108153,10108153,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Rebs,29.5,Goblin,SAS,,
10108881,10108881,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Points,29.5,Demon,TOR,,
10109321,10109321,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Rebs+Asts,29.5,Demon,TOR,,
10109618,10109618,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Asts,29.5,Demon,TOR,,
10109625,10109625,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs+Asts,29.5,Goblin,TOR,,
10109631,10109631,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Pts+Asts,29.5,Demon,TOR,,
10109634,10109634,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Pts+Rebs,29.5,Demon,TOR,,
10109638,10109638,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Asts,29.5,Demon,TOR,,
10109640,10109640,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Rebs,29.5,Demon,TOR,,
10109645,10109645,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Pts+Asts,29.5,Demon,TOR,,
10109647,10109647,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Pts+Rebs,29.5,Demon,TOR,,
10109189,10109189,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Pts+Rebs+Asts,28.5,Demon,TOR,,
10108883,10108883,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs,28.0,Standard,TOR,,
10108932,10108932,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Rebs+Asts,27.5,Standard,TOR,,
10109351,10109351,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Pts+Rebs+Asts,27.5,Goblin,TOR,,
10103842,10103842,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Asts,26.5,Standard,SAS,,
10103930,10103930,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Pts+Rebs+Asts,26.5,Standard,SAS,,
10103955,10103955,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Rebs+Asts,26.5,Standard,SAS,,
10108906,10108906,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Pts+Rebs+Asts,26.5,Standard,TOR,,
10109086,10109086,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Points,26.5,Demon,TOR,,
10113840,10113840,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs,26.5,Goblin,TOR,,
10108882,10108882,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Asts,25.5,Standard,TOR,,
10108944,10108944,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Pts+Rebs,25.5,Standard,TOR,,
10109322,10109322,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Rebs+Asts,25.5,Goblin,TOR,,
10109375,10109375,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Rebs+Asts,25.5,Goblin,SAS,,
10123878,10123878,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs,25.5,Goblin,TOR,,
10103926,10103926,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Points,24.5,Demon,SAS,,
10108077,10108077,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Pts+Asts,24.5,Demon,SAS,,
10108080,10108080,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Pts+Rebs,24.5,Demon,SAS,,
10108082,10108082,226913,130706,2026-02-25T19:30:00.000-05:00,De'Aaron Fox,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,G,,Pts+Rebs+Asts,24.5,Goblin,SAS,,
10108095,10108095,56347,130706,2026-02-25T19:30:00.000-05:00,Devin Vassell,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,G-F,,Pts+Rebs,24.5,Demon,SAS,,
10108097,10108097,56347,130706,2026-02-25T19:30:00.000-05:00,Devin Vassell,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,G-F,,Pts+Rebs+Asts,24.5,Demon,SAS,,
10108113,10108113,271607,130706,2026-02-25T19:30:00.000-05:00,Dylan Harper,https://static.prizepicks.com/images/manual/DylanHarper.png,G,,Pts+Rebs+Asts,24.5,Demon,SAS,,
10108140,10108140,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Asts,24.5,Demon,SAS,,
10108142,10108142,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Rebs,24.5,Demon,SAS,,
10108144,10108144,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Pts+Rebs+Asts,24.5,Goblin,SAS,,
10108150,10108150,173819,130706,2026-02-25T19:30:00.000-05:00,Victor Wembanyama,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,F-C,,Pts+Asts,24.5,Goblin,SAS,,
10108785,10108785,217804,130706,2026-02-25T19:30:00.000-05:00,Stephon Castle,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,G,,Points,24.5,Demon,SAS,,
10108880,10108880,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Points,24.5,Demon,TOR,,
10108903,10108903,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Points,24.5,Demon,TOR,,
10108928,10108928,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Points,24.5,Demon,TOR,,
10108942,10108942,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Points,24.5,Demon,TOR,,
10109190,10109190,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Pts+Rebs+Asts,24.5,Goblin,TOR,,
10109290,10109290,55140,130706,2026-02-25T19:30:00.000-05:00,Keldon Johnson,https://static.prizepicks.com/images/players/NBA/Keldon_Johnson_NBA_player_ytnN6jT7zYkcukGvVWoYp2zk.webp,F-G,,Pts+Rebs+Asts,24.5,Demon,SAS,,
10109487,10109487,56347,130706,2026-02-25T19:30:00.000-05:00,Devin Vassell,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,G-F,,Pts+Asts,24.5,Demon,SAS,,
10109493,10109493,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Rebs+Asts,24.5,Goblin,TOR,,
10109617,10109617,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Asts,24.5,Goblin,TOR,,
10109620,10109620,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs,24.5,Goblin,TOR,,
10109624,10109624,269517,130706,2026-02-25T19:30:00.000-05:00,Brandon Ingram,https://static.prizepicks.com/images/manual/Brandon_Ingramm.png,F,,Pts+Rebs+Asts,24.5,Goblin,TOR,,
10109628,10109628,274051,130706,2026-02-25T19:30:00.000-05:00,Collin Murray-Boyles,https://static.prizepicks.com/images/players/NBA/Collin_Murray-Boyles_NBA_player_5vDHYOLgMDjXl9RpPYPdWwoz.webp,F,,Pts+Rebs,24.5,Demon,TOR,,
10109630,10109630,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Pts+Asts,24.5,Demon,TOR,,
10109633,10109633,183194,130706,2026-02-25T19:30:00.000-05:00,Immanuel Quickley,https://static.prizepicks.com/images/players/NBA/Immanuel_Quickley_NBA_player_2bcjDxyPSx8mw8a96yMcDl8k.webp,G,,Pts+Rebs,24.5,Demon,TOR,,
10109637,10109637,183185,130706,2026-02-25T19:30:00.000-05:00,RJ Barrett,https://static.prizepicks.com/images/players/NBA/R.J._Barrett_NBA_player_Xqi7opqaKQcXtcUIWPhwOB6j.webp,F-G,,Pts+Asts,24.5,Demon,TOR,,
10109644,10109644,188002,130706,2026-02-25T19:30:00.000-05:00,Scottie Barnes,https://static.prizepicks.com/images/players/NBA/Scottie_Barnes_NBA_player_CA6jRIM1PBTqp5mxIeLVkhys.webp,F-G,,Pts+Asts,24.5,Demon,TOR,,
